Region,Descripcion,Periodo_2023,Periodo_2024,Porcentaje_variacion
,    III. TOTAL INFRACCIONES PENALES,2345.0,2425.0,3.4
Langreo,    I. CRIMINALIDAD CONVENCIONAL,291.0,276.0,-5.2
,    1. Homicidios dolosos y asesinatos consumados,0.0,1.0,100.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,1.0,0.0,-100.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,2.0,13.0,550.0
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,2.0,9.0,350.0
,    5.1.-Agresion sexual con penetracion,1.0,0.0,-100.0
,    5.2.-Resto de delitos contra la libertad sexual,1.0,9.0,800.0
,    6. Robos con violencia e intimidacion,5.0,2.0,-60.0
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,24.0,26.0
,    7.1.-Robos con fuerza en domicilios,13.0,16.0,23.1
,    8. Hurtos,55.0,51.0,-7.3
,    9. Sustracciones de vehÃ­culos,9.0,2.0,-77.8
,    10. TrÃ¡fico de drogas,4.0,7.0,75.0
,    11. Resto de criminalidad convencional,189.0,165.0,-12.7
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),77.0,71.0,-7.8
,    12.-Estafas informÃ¡ticas,74.0,67.0,-9.5
,    13.-Otros ciberdelitos,3.0,4.0,33.3
,    III. TOTAL INFRACCIONES PENALES,368.0,347.0,-5.7
Mieres,    I. CRIMINALIDAD CONVENCIONAL,279.0,224.0,-19.7
,    1. Homicidios dolosos y asesinatos consumados,1.0,0.0,-100.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,2.0,3.0,50.0
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,2.0,0.0,-100.0
,    5.1.-Agresion sexual con penetracion,0.0,0.0,0.0
,    5.2.-Resto de delitos contra la libertad sexual,2.0,0.0,-100.0
,    6. Robos con violencia e intimidacion,6.0,4.0,-33.3
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,18.0,10.0
,    7.1.-Robos con fuerza en domicilios,15.0,7.0,-53.3
,    8. Hurtos,63.0,56.0,-11.1
,    9. Sustracciones de vehÃ­culos,8.0,0.0,-100.0
,    10. TrÃ¡fico de drogas,0.0,1.0,100.0
,    11. Resto de criminalidad convencional,179.0,150.0,-16.2
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),54.0,80.0,48.1
,    12.-Estafas informÃ¡ticas,47.0,74.0,57.4
,    13.-Otros ciberdelitos,7.0,6.0,-14.3
,    III. TOTAL INFRACCIONES PENALES,333.0,304.0,-8.7
Oviedo,    I. CRIMINALIDAD CONVENCIONAL,1380.0,1368.0,-0.9
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,18.0,22.0,22.2
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,24.0,17.0,-29.2
,    5.1.-Agresion sexual con penetracion,3.0,5.0,66.7
,    5.2.-Resto de delitos contra la libertad sexual,21.0,12.0,-42.9
,    6. Robos con violencia e intimidacion,19.0,27.0,42.1
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,80.0,54.0
,    7.1.-Robos con fuerza en domicilios,58.0,33.0,-43.1
,    8. Hurtos,458.0,492.0,7.4
,    9. Sustracciones de vehÃ­culos,12.0,9.0,-25.0
,    10. TrÃ¡fico de drogas,17.0,13.0,-23.5
,    11. Resto de criminalidad convencional,752.0,734.0,-2.4
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),536.0,467.0,-12.9
,    12.-Estafas informÃ¡ticas,484.0,399.0,-17.6
,    13.-Otros ciberdelitos,52.0,68.0,30.8
,    III. TOTAL INFRACCIONES PENALES,1916.0,1835.0,-4.2
Siero,    I. CRIMINALIDAD CONVENCIONAL,358.0,385.0,7.5
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,4.0,3.0,-25.0
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,2.0,1.0,-50.0
,    5.1.-Agresion sexual con penetracion,1.0,1.0,0.0
,    5.2.-Resto de delitos contra la libertad sexual,1.0,0.0,-100.0
,    6. Robos con violencia e intimidacion,3.0,2.0,-33.3
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,31.0,28.0
,    7.1.-Robos con fuerza en domicilios,19.0,16.0,-15.8
,    8. Hurtos,133.0,141.0,6.0
,    9. Sustracciones de vehÃ­culos,2.0,6.0,200.0
,    10. TrÃ¡fico de drogas,0.0,1.0,100.0
,    11. Resto de criminalidad convencional,183.0,203.0,10.9
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),83.0,102.0,22.9
,    12.-Estafas informÃ¡ticas,70.0,89.0,27.1
,    13.-Otros ciberdelitos,13.0,13.0,0.0
,    III. TOTAL INFRACCIONES PENALES,441.0,487.0,10.4
Baleares (Islas),    I. CRIMINALIDAD CONVENCIONAL,12987.0,12888.0,-0.8
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,5.0,5.0,0.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,235.0,233.0,-0.9
,    4. Secuestro,1.0,2.0,100.0
,    5. Delitos contra la libertad sexual,177.0,160.0,-9.6
,    5.1.-Agresion sexual con penetracion,27.0,21.0,-22.2
,    5.2.-Resto de delitos contra la libertad sexual,150.0,139.0,-7.3
,    6. Robos con violencia e intimidacion,270.0,256.0,-5.2
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,631.0,675.0
,    7.1.-Robos con fuerza en domicilios,455.0,474.0,4.2
,    8. Hurtos,3676.0,3399.0,-7.5
,    9. Sustracciones de vehÃ­culos,377.0,335.0,-11.1
,    10. TrÃ¡fico de drogas,70.0,133.0,90.0
,    11. Resto de criminalidad convencional,7545.0,7690.0,1.9
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),2565.0,3488.0,36.0
,    12.-Estafas informÃ¡ticas,2279.0,3123.0,37.0
,    13.-Otros ciberdelitos,286.0,365.0,27.6
,    III. TOTAL INFRACCIONES PENALES,15552.0,16376.0,5.3
Isla de Formentera,    I. CRIMINALIDAD CONVENCIONAL,87.0,100.0,14.9
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,3.0,0.0,-100.0
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,0.0,0.0,0.0
,    5.1.-Agresion sexual con penetracion,0.0,0.0,0.0
,    5.2.-Resto de delitos contra la libertad sexual,0.0,0.0,0.0
,    6. Robos con violencia e intimidacion,1.0,0.0,-100.0
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,5.0,11.0
,    7.1.-Robos con fuerza en domicilios,3.0,4.0,33.3
,    8. Hurtos,5.0,5.0,0.0
,    9. Sustracciones de vehÃ­culos,6.0,4.0,-33.3
,    10. TrÃ¡fico de drogas,0.0,0.0,0.0
,    11. Resto de criminalidad convencional,67.0,80.0,19.4
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),12.0,10.0,-16.7
,    12.-Estafas informÃ¡ticas,10.0,7.0,-30.0
,    13.-Otros ciberdelitos,2.0,3.0,50.0
,    III. TOTAL INFRACCIONES PENALES,99.0,110.0,11.1
Isla de Ibiza,    I. CRIMINALIDAD CONVENCIONAL,1849.0,1901.0,2.8
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,2.0,2.0,0.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,40.0,35.0,-12.5
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,29.0,25.0,-13.8
,    5.1.-Agresion sexual con penetracion,6.0,3.0,-50.0
,    5.2.-Resto de delitos contra la libertad sexual,23.0,22.0,-4.3
,    6. Robos con violencia e intimidacion,36.0,20.0,-44.4
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,95.0,108.0
,    7.1.-Robos con fuerza en domicilios,64.0,68.0,6.3
,    8. Hurtos,432.0,366.0,-15.3
,    9. Sustracciones de vehÃ­culos,57.0,69.0,21.1
,    10. TrÃ¡fico de drogas,21.0,28.0,33.3
,    11. Resto de criminalidad convencional,1137.0,1248.0,9.8
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),285.0,387.0,35.8
,    12.-Estafas informÃ¡ticas,262.0,346.0,32.1
,    13.-Otros ciberdelitos,23.0,41.0,78.3
,    III. TOTAL INFRACCIONES PENALES,2134.0,2288.0,7.2
Ibiza,    I. CRIMINALIDAD CONVENCIONAL,804.0,797.0,-0.9
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,1.0,1.0,0.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,11.0,16.0,45.5
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,12.0,4.0,-66.7
,    5.1.-Agresion sexual con penetracion,4.0,1.0,-75.0
,    5.2.-Resto de delitos contra la libertad sexual,8.0,3.0,-62.5
,    6. Robos con violencia e intimidacion,25.0,12.0,-52.0
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,36.0,32.0
,    7.1.-Robos con fuerza en domicilios,21.0,13.0,-38.1
,    8. Hurtos,267.0,183.0,-31.5
,    9. Sustracciones de vehÃ­culos,16.0,18.0,12.5
,    10. TrÃ¡fico de drogas,13.0,18.0,38.5
,    11. Resto de criminalidad convencional,423.0,513.0,21.3
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),133.0,148.0,11.3
,    12.-Estafas informÃ¡ticas,125.0,137.0,9.6
,    13.-Otros ciberdelitos,8.0,11.0,37.5
,    III. TOTAL INFRACCIONES PENALES,937.0,945.0,0.9
Sant Antoni de Portmany,    I. CRIMINALIDAD CONVENCIONAL,322.0,333.0,3.4
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,1.0,1.0,0.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,13.0,5.0,-61.5
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,9.0,11.0,22.2
,    5.1.-Agresion sexual con penetracion,1.0,2.0,100.0
,    5.2.-Resto de delitos contra la libertad sexual,8.0,9.0,12.5
,    6. Robos con violencia e intimidacion,3.0,6.0,100.0
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,12.0,13.0
,    7.1.-Robos con fuerza en domicilios,8.0,9.0,12.5
,    8. Hurtos,50.0,51.0,2.0
,    9. Sustracciones de vehÃ­culos,13.0,19.0,46.2
,    10. TrÃ¡fico de drogas,2.0,2.0,0.0
,    11. Resto de criminalidad convencional,219.0,225.0,2.7
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),25.0,59.0,136.0
,    12.-Estafas informÃ¡ticas,24.0,51.0,112.5
,    13.-Otros ciberdelitos,1.0,8.0,700.0
,    III. TOTAL INFRACCIONES PENALES,347.0,392.0,13.0
Sant Josep de sa Talaia,    I. CRIMINALIDAD CONVENCIONAL,307.0,349.0,13.7
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,8.0,7.0,-12.5
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,2.0,3.0,50.0
,    5.1.-Agresion sexual con penetracion,0.0,0.0,0.0
,    5.2.-Resto de delitos contra la libertad sexual,2.0,3.0,50.0
,    6. Robos con violencia e intimidacion,5.0,1.0,-80.0
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,16.0,20.0
,    7.1.-Robos con fuerza en domicilios,7.0,14.0,100.0
,    8. Hurtos,46.0,67.0,45.7
,    9. Sustracciones de vehÃ­culos,11.0,13.0,18.2
,    10. TrÃ¡fico de drogas,4.0,3.0,-25.0
,    11. Resto de criminalidad convencional,215.0,235.0,9.3
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),60.0,81.0,35.0
,    12.-Estafas informÃ¡ticas,55.0,67.0,21.8
,    13.-Otros ciberdelitos,5.0,14.0,180.0
,    III. TOTAL INFRACCIONES PENALES,367.0,430.0,17.2
Santa Eulària des Riu,    I. CRIMINALIDAD CONVENCIONAL,367.0,376.0,2.5
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,7.0,6.0,-14.3
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,4.0,7.0,75.0
,    5.1.-Agresion sexual con penetracion,1.0,0.0,-100.0
,    5.2.-Resto de delitos contra la libertad sexual,3.0,7.0,133.3
,    6. Robos con violencia e intimidacion,2.0,1.0,-50.0
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,27.0,38.0
,    7.1.-Robos con fuerza en domicilios,25.0,28.0,12.0
,    8. Hurtos,64.0,58.0,-9.4
,    9. Sustracciones de vehÃ­culos,15.0,18.0,20.0
,    10. TrÃ¡fico de drogas,2.0,4.0,100.0
,    11. Resto de criminalidad convencional,246.0,244.0,-0.8
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),58.0,86.0,48.3
,    12.-Estafas informÃ¡ticas,51.0,79.0,54.9
,    13.-Otros ciberdelitos,7.0,7.0,0.0
,    III. TOTAL INFRACCIONES PENALES,425.0,462.0,8.7
Isla de Mallorca,    I. CRIMINALIDAD CONVENCIONAL,10369.0,10264.0,-1.0
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,1.0,3.0,200.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,177.0,184.0,4.0
,    4. Secuestro,1.0,2.0,100.0
,    5. Delitos contra la libertad sexual,139.0,126.0,-9.4
,    5.1.-Agresion sexual con penetracion,17.0,13.0,-23.5
,    5.2.-Resto de delitos contra la libertad sexual,122.0,113.0,-7.4
,    6. Robos con violencia e intimidacion,226.0,228.0,0.9
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,490.0,510.0
,    7.1.-Robos con fuerza en domicilios,365.0,374.0,2.5
,    8. Hurtos,3084.0,2906.0,-5.8
,    9. Sustracciones de vehÃ­culos,305.0,255.0,-16.4
,    10. TrÃ¡fico de drogas,44.0,87.0,97.7
,    11. Resto de criminalidad convencional,5902.0,5963.0,1.0
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),2039.0,2810.0,37.8
,    12.-Estafas informÃ¡ticas,1800.0,2516.0,39.8
,    13.-Otros ciberdelitos,239.0,294.0,23.0
,    III. TOTAL INFRACCIONES PENALES,12408.0,13074.0,5.4
Alcúdia,    I. CRIMINALIDAD CONVENCIONAL,236.0,176.0,-25.4
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,4.0,3.0,-25.0
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,3.0,2.0,-33.3
,    5.1.-Agresion sexual con penetracion,1.0,0.0,-100.0
,    5.2.-Resto de delitos contra la libertad sexual,2.0,2.0,0.0
,    6. Robos con violencia e intimidacion,4.0,3.0,-25.0
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,24.0,10.0
,    7.1.-Robos con fuerza en domicilios,12.0,3.0,-75.0
,    8. Hurtos,56.0,41.0,-26.8
,    9. Sustracciones de vehÃ­culos,0.0,1.0,100.0
,    10. TrÃ¡fico de drogas,0.0,0.0,0.0
,    11. Resto de criminalidad convencional,145.0,116.0,-20.0
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),7.0,20.0,185.7
,    12.-Estafas informÃ¡ticas,5.0,19.0,280.0
,    13.-Otros ciberdelitos,2.0,1.0,-50.0
,    III. TOTAL INFRACCIONES PENALES,243.0,196.0,-19.3
Calvià,    I. CRIMINALIDAD CONVENCIONAL,562.0,491.0,-12.6
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,1.0,0.0,-100.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,14.0,8.0,-42.9
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,11.0,4.0,-63.6
,    5.1.-Agresion sexual con penetracion,2.0,0.0,-100.0
,    5.2.-Resto de delitos contra la libertad sexual,9.0,4.0,-55.6
,    6. Robos con violencia e intimidacion,10.0,2.0,-80.0
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,31.0,25.0
,    7.1.-Robos con fuerza en domicilios,25.0,21.0,-16.0
,    8. Hurtos,113.0,102.0,-9.7
,    9. Sustracciones de vehÃ­culos,5.0,5.0,0.0
,    10. TrÃ¡fico de drogas,2.0,6.0,200.0
,    11. Resto de criminalidad convencional,375.0,339.0,-9.6
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),115.0,186.0,61.7
,    12.-Estafas informÃ¡ticas,95.0,169.0,77.9
,    13.-Otros ciberdelitos,20.0,17.0,-15.0
,    III. TOTAL INFRACCIONES PENALES,677.0,677.0,0.0
Inca,    I. CRIMINALIDAD CONVENCIONAL,298.0,298.0,0.0
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,5.0,13.0,160.0
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,2.0,7.0,250.0
,    5.1.-Agresion sexual con penetracion,0.0,0.0,0.0
,    5.2.-Resto de delitos contra la libertad sexual,2.0,7.0,250.0
,    6. Robos con violencia e intimidacion,4.0,8.0,100.0
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,24.0,18.0
,    7.1.-Robos con fuerza en domicilios,20.0,12.0,-40.0
,    8. Hurtos,51.0,46.0,-9.8
,    9. Sustracciones de vehÃ­culos,7.0,4.0,-42.9
,    10. TrÃ¡fico de drogas,1.0,2.0,100.0
,    11. Resto de criminalidad convencional,204.0,200.0,-2.0
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),24.0,44.0,83.3
,    12.-Estafas informÃ¡ticas,17.0,41.0,141.2
,    13.-Otros ciberdelitos,7.0,3.0,-57.1
,    III. TOTAL INFRACCIONES PENALES,322.0,342.0,6.2
Llucmajor,    I. CRIMINALIDAD CONVENCIONAL,329.0,380.0,15.5
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,7.0,7.0,0.0
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,5.0,7.0,40.0
,    5.1.-Agresion sexual con penetracion,0.0,1.0,100.0
,    5.2.-Resto de delitos contra la libertad sexual,5.0,6.0,20.0
,    6. Robos con violencia e intimidacion,3.0,6.0,100.0
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,32.0,23.0
,    7.1.-Robos con fuerza en domicilios,30.0,20.0,-33.3
,    8. Hurtos,55.0,60.0,9.1
,    9. Sustracciones de vehÃ­culos,6.0,2.0,-66.7
,    10. TrÃ¡fico de drogas,2.0,2.0,0.0
,    11. Resto de criminalidad convencional,219.0,273.0,24.7
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),76.0,156.0,105.3
,    12.-Estafas informÃ¡ticas,57.0,140.0,145.6
,    13.-Otros ciberdelitos,19.0,16.0,-15.8
,    III. TOTAL INFRACCIONES PENALES,405.0,536.0,32.3
Manacor,    I. CRIMINALIDAD CONVENCIONAL,373.0,388.0,4.0
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,8.0,6.0,-25.0
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,3.0,7.0,133.3
,    5.1.-Agresion sexual con penetracion,0.0,0.0,0.0
,    5.2.-Resto de delitos contra la libertad sexual,3.0,7.0,133.3
,    6. Robos con violencia e intimidacion,7.0,11.0,57.1
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,32.0,54.0
,    7.1.-Robos con fuerza en domicilios,28.0,43.0,53.6
,    8. Hurtos,108.0,77.0,-28.7
,    9. Sustracciones de vehÃ­culos,10.0,5.0,-50.0
,    10. TrÃ¡fico de drogas,2.0,2.0,0.0
,    11. Resto de criminalidad convencional,203.0,226.0,11.3
,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),94.0,133.0,41.5
,    12.-Estafas informÃ¡ticas,86.0,119.0,38.4
,    13.-Otros ciberdelitos,8.0,14.0,75.0
,    III. TOTAL INFRACCIONES PENALES,467.0,521.0,11.6
Marratxí,    I. CRIMINALIDAD CONVENCIONAL,299.0,318.0,6.4
,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
,    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,4.0,6.0,50.0
,    4. Secuestro,0.0,0.0,0.0
,    5. Delitos contra la libertad sexual,3.0,4.0,33.3
,    5.1.-Agresion sexual con penetracion,0.0,1.0,100.0
,    5.2.-Resto de delitos contra la libertad sexual,3.0,3.0,0.0
,    6. Robos con violencia e intimidacion,1.0,6.0,500.0
,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,9.0,12.0
,    7.1.-Robos con fuerza en domicilios,7.0,6.0,-14.3
,    8. Hurtos,100.0,80.0,-20.0
,    9. Sustracciones de vehÃ­culos,6.0,5.0,-16.7
,    10. TrÃ¡fico de drogas,0.0,13.0,100.0
