precio;sub_descr;href;ubicacion;banios;mt2;otros;latitude;longitude;habitaciones;planta
399.000 €;Piso en Marroquina;/comprar/piso-marroquina28030-42584048514_100200/;Marroquina (Distrito Moratalaz. Madrid Capital);2 baños;132 m²;'tecnocasa. Oficina situada en camino de los vinateros 111. Vende. 'agencia inmobiliaria de madrid – zona vinateros – moratalaz – ...;40.4101977;-3.6381395;3 habs.;3ª planta
1.189.000 €;Piso en calle de la Montera;/comprar/piso-cortes_huertas28013-39200445475_525909/;Cortes-Huertas (Distrito Centro. Madrid Capital);4 baños;148 m²;Magnífico piso en el corazón de la ciudad, muy cerca de la plaza de sol. El estudio de arquitectura arctempus ha realizado una ref...;40.4182411;-3.702379;4 habs.;5ª planta
285.000 €;Piso en calle de los Mártires de Alcalá;/comprar/piso-universidad_malasana28015-22568698502_512906/;Universidad-Malasaña (Distrito Centro. Madrid Capital);1 baño;42 m²;Hominn les ofrece esta perfecta oportunidad para inversores que busquen una alta rentabilidad en una zona consolidada. Se trata de...;40.4278771;-3.7136932;2 habs.;5ª planta
525.000 €;Ático en Adelfas;/comprar/atico-adelfas28007-37502039849_527003/;Adelfas (Distrito Retiro. Madrid Capital);2 baños;123 m²;"Compravendenavacerrada 

Ático, zona pacifico, se vende piso ático con terraza, 4 dormitorios, 2 baños, calefacción individual por...";40.4036512;-3.6784201;4 habs.;
1.250.000 €;Ático en calle del Príncipe de Vergara;/comprar/atico-salamanca_castellana28006-35878777036_524228/;Castellana (Distrito Salamanca. Madrid Capital);2 baños;93 m²;Ático con reforma de diseño, terraza de gran privacidad y vistas. Espacios amplios y luz en este piso de dos dormitorios situado e...;40.4334202;-3.6796934;2 habs.;
998.500 €;Piso en calle de Amorós, 11;/comprar/piso-guindalera28028-4020671187_109700/;Guindalera (Distrito Salamanca. Madrid Capital);3 baños;185 m²;3º. Piso en una finca de obra nueva de 185m2 de superficie construida y emplazado en la zona de Madrid Capital, posicionado en planta 3. Está dispuesto en 2habitaciones, 3 baños completos y terraza. Incluye como acabados chimenea.;40,4348865;-3,6689921;2 habs.;3ª planta
1.325.000 €;Piso en calle del Doctor Castelo, 43;/comprar/piso-ibiza28009-41729467951_526188/;Ibiza (Distrito Retiro. Madrid Capital);3 baños;204 m²;"No cobramos honorarios al comprador!

Inmobiliaria san román les presenta gran oportunidad de adquirir espectacular vivienda muy l...";40.42034;-3.6737142;5 habs.;6ª planta
280.000 €;Piso en calle de Luis Villa;/comprar/piso-goya28009-43341904160_109300/;Goya (Distrito Salamanca. Madrid Capital);1 baño;50 m²;"No hay honorarios al comprador
De rojas servicios inmobiliarios pone a su disposicion inmueble en venta en el barrio de salamanca....";40.4260124;-3.6689892;2 habs.;
3.100.000 €;Ático en Almagro;/comprar/atico-berruguete28039-41669802968_102100/;Berruguete (Distrito Tetuán. Madrid Capital);4 baños;254 m²;Ático en almagro de 254 m², 3 dormitorios, 4 baños, terraza de 24,00 metros, exterior, muy luminoso  características:  calefacción...;40.4785448;-3.6982533;3 habs.;
1.120.000 €;Chalet adosado en Montecarmelo;/comprar/chalet_adosado-fuencarral_el_pardo_el_pardo28049-37557874213_102100/;El Pardo (Distrito Fuencarral-El Pardo. Madrid Capital);3 baños;265 m²;Gilmar mirasierra - puerta de hierro presenta 2 únicos chalets de obra nueva con características de vanguardia que lo convierten e...;40.534409;-3.7827479;4 habs.;
3.650.000 €;Piso en Almagro;/comprar/piso-justicia_chueca28004-33412643088_102100/;Justicia-Chueca (Distrito Centro. Madrid Capital);5 baños;304 m²;Piso en almagro de 304 m², 4 dormitorios, 5 baños, exterior, mucha  características:  calefacción: central agua / calefacción asce...;40.4246949;-3.6942688;4 habs.;
225.000 €;Piso en Opañel;/comprar/piso-abrantes28025-42539961808_100500/;Abrantes (Distrito Carabanchel. Madrid Capital);1 baño;85 m²;"¡Oportunidad única! ¡Acogedor piso reformado en zona opañel, madrid!

Bienvenidos a este acogedor piso situado en la demandada zon...";40.3800752;-3.7292107;3 habs.;10ª planta
380.000 €;Piso en Chopera;/comprar/piso-chopera28045-43432054500_100200/;Chopera (Distrito Arganzuela. Madrid Capital);1 baño;86 m²;Descubre este encantador piso en delicias, madrid, con 3 habitaciones amplias y luminosas, ideal para familias o quienes buscan co...;40.3977817;-3.699002;;9ª planta
225.000 €;Piso en Rejas;/comprar/piso-san_blas_rosas28022-43361204555_102100/;Rosas (Distrito San Blas. Madrid Capital);1 baño;40 m²;Gilmar consulting inmobiliario conde orgaz, comercializa en la mejor zona de las rejas, próximo al plenilunio, este fantástico apa...;40.430055447;-3.601797656;1 hab.;
799.000 €;Piso en Centro;/comprar/piso-universidad_malasana28015-40854368250_100500/;Universidad-Malasaña (Distrito Centro. Madrid Capital);2 baños;97 m²;"Magnífico ático abuhardillado en el centro de madrid junto  a la palza de españa.
El inmueble de casi 100 m² construidos ha sido r...";40.424068;-3.7102655;2 habs.;4ª planta
1.070.000 €;Piso en Palacio;/comprar/piso-centro_palacio28013-35087852220_100500/;Palacio (Distrito Centro. Madrid Capital);2 baños;157 m²;Fantástica vivienda en pleno centro de madrid, zona palacio. Tiene unos 157 metros de superficie, 4 habitaciones dobles, 2 salone...;40.417217;-3.7116561;4 habs.;4ª planta
2.795.000 €;Chalet pareado en Mirasierra;/comprar/chalet_pareado-fuencarral_el_pardo_valverde28034-39245036664_102100/;Valverde (Distrito Fuencarral-El Pardo. Madrid Capital);7 baños;539 m²;Chalet pareado con 6 habitaciones y 7 baños, superficie util de 539 metros cuadrados, superficie solar 750, superficie construida ...;40.48747;-3.6916794;6 habs.;
420.000 €;Piso en Acacias;/comprar/piso-centro_palacio28005-35864571142_102100/;Palacio (Distrito Centro. Madrid Capital);2 baños;106 m²;Gilmar consulting inmobiliario arganzuela/pasillo verde te ofrece magnifico piso en pleno paseo de las acacias, planta alta para a...;40.4013562;-3.7137922;3 habs.;
1.000.000 €;Piso en Nueva España;/comprar/piso-nueva_espana28036-40865319756_524350/;Nueva España (Distrito Chamartín. Madrid Capital);3 baños;120 m²;Oasis house vende esta fantástica vivienda reformada, en la novena planta de una muy buena finca con portero físico y servicios ce...;40.4618243;-3.6866886;3 habs.;9ª planta
849.000 €;Piso en calle de Diego de León;/comprar/piso-lista_barrio28006-38369370565_100500/;Lista (Distrito Salamanca. Madrid Capital);2 baños;83 m²;Inmueble totalmente reformado por el estudio de arquitectura arctempus. Ubicado en la sexta planta de la calle diego de león con g...;40.4347598;-3.6759466;2 habs.;6ª planta
398.000 €;Piso en Madrid, Zona de - Tetuán, Distrito - Castillejos;/comprar/piso-castillejos28020-39199916756_992731/;Castillejos (Distrito Tetuán. Madrid Capital);2 baños;91 m²;Redpiso pone a la venta, vivienda exterior, en zona premium, a 50 metros de bravo murillo y el metro de valdeacederas. Vivienda en...;40.4629843;-3.694816;2 habs.;
246.000 €;Piso en calle de Torrelaguna, 106;/comprar/piso-ciudad_lineal_colina28043-42518429196_109300/;Colina (Distrito Ciudad Lineal. Madrid Capital);1 baño;40 m²;"Magnífico apartamento tipo lof  completamente nuevo con acabados de excelente calidad y marcas de primer nivel. 
Rodeado con ampli...";40.45437080385631;-3.66032289357131;;Bajo
245.000 €;Piso en calle de Hernán Cortés;/comprar/piso-justicia_chueca28004-35871448068_519466/;Justicia-Chueca (Distrito Centro. Madrid Capital);1 baño;33 m²;Calle hernán cortés. Junto a la calle fuencarral. Estupendo estudio de 33 m² en finca de 1975, con ascensor (2), portero y en un e...;40.4236066;-3.700394;1 hab.;1ª planta
829.000 €;Piso en calle de León;/comprar/piso-cortes_huertas28014-32533285236_100500/;Cortes-Huertas (Distrito Centro. Madrid Capital);3 baños;102 m²;Casas castelló vende este exclusivo inmueble situado en la tercera planta de la calle león. Es un piso exterior muy luminoso con d...;40.4128143;-3.6992715;3 habs.;3ª planta
527.000 €;Estudio en calle de Mota del Cuervo;/comprar/estudio-hortaleza_canillas28043-43411291880_100500/;Canillas (Distrito Hortaleza. Madrid Capital);3 baños;127 m²;"Oportunidad de inversión en zona villarosa.

3 estudios independientes, con reforma integral de 2.022, en venta en residencial pry...";40.4645557;-3.6334029;3 habs.;
2.820.000 €;Chalet pareado en Mirasierra;/comprar/chalet_pareado-mirasierra_arroyo_del_fresno28034-39168848653_102100/;Mirasierra-Arroyo del Fresno (Distrito Fuencarral-El Pardo. Madrid Capital);7 baños;541 m²;Chalet pareado con 6 habitaciones y 7 baños, superficie util de 541 metros cuadrados, superficie solar 752, superficie construida ...;40.4986925;-3.6975454;6 habs.;
233.000 €;Piso en Paseo de las Delicias;/comprar/piso-palos_de_moguer28045-41745050944_100500/;Palos de Moguer (Distrito Arganzuela. Madrid Capital);1 baño;50 m²;Esriv inmobiliaria real estate, les trae esta sensacional vivienda completamente reformada en zona de alta demanda. Una inmejorabl...;40.4058854;-3.6931585;3 habs.;5ª planta
3.950.000 €;Piso en calle de Génova;/comprar/piso-chamberi_almagro28004-39208031169_524671/;Almagro (Distrito Chamberí. Madrid Capital);5 baños;305 m²;Studios y proyectos madrid, comercializa esta espectacular vivienda en una zona muy privilegiada, la vivienda esta con una reforma...;40.4258968;-3.6926182;4 habs.;5ª planta
263.000 €;Piso en calle de Salsipuedes;/comprar/piso-villaverde_san_andres28021-35036859160_106000/;San Andrés (Distrito Villaverde. Madrid Capital);2 baños;88 m²;"Inmofacil.com ***vende piso**** completamente  amueblado  en la urbanizacion  """" residencial parque real""""
  Situada en  villaverd...";40.344652;-3.706465;2 habs.;1ª planta
1.700.000 €;Piso en Goya;/comprar/piso-goya28001-43363472257_109300/;Goya (Distrito Salamanca. Madrid Capital);2 baños;222 m²;De rojas servicios inmobiliarios pone a la venta en exclusiva, vivienda en una de las zonas más cotizadas de madrid, en el barrio ...;40.4246907;-3.6780011;4 habs.;
675.000 €;Piso en calle del Duque;/comprar/piso-universidad_malasana28015-42506355994_100200/;Universidad-Malasaña (Distrito Centro. Madrid Capital);2 baños;137 m²;"Agencia inmobiliaria de madrid zona arguelles - plaza españa - conde duque oficina tecnocasa vende:
Reservado. Vivienda señorial e...";40.4721568;-3.577053;5 habs.;2ª planta
880.000 €;Piso en calle de Diego de León;/comprar/piso-salamanca_castellana28006-34226868599_100500/;Castellana (Distrito Salamanca. Madrid Capital);2 baños;98 m²;Mh global pone a disposición de sus clientes este piso reformado con excelentes calidades y situado en cuarta planta por lo que ti...;40.4350237;-3.6811988;3 habs.;4ª planta
129.000 €;Piso en calle de las Modistas;/comprar/piso-san_blas_amposta-43353348318_997170/;Amposta (Distrito San Blas. Madrid Capital);1 baño;56 m²;"Excelente oportunidad. Ideal para inversionistas. Piso de 2 dormitorios. Zona amposta.

Excelente oportunidad. Piso de 56 m². Para...";40.4280704;-3.6195884;2 habs.;3ª planta
750.000 €;Piso en calle del Caribe, 2;/comprar/piso-ciudad_lineal_san_pascual-36732517057_514324/;San Pascual (Distrito Ciudad Lineal. Madrid Capital);2 baños;178 m²;Particular vende !!!!! Fantástico piso en la zona  de parque américa. La finca se encuentra ubicada en la calle caribe,2. Se distr...;40.44202845846378;-3.6564306672573705;4 habs.;7ª planta
1.495.000 €;Piso en Nueva España;/comprar/piso-nueva_espana28016-39221468027_102100/;Nueva España (Distrito Chamartín. Madrid Capital);3 baños;262 m²;Gilmar real estate viso-chamartín vende magnífico piso en la zona de pío xii. En concreto, son dos fincas registrales unidas.  Est...;40.45645;-3.6674302;4 habs.;
3.600.000 €;Ático en calle de Bailén;/comprar/atico-centro_palacio28005-41741113289_101800/;Palacio (Distrito Centro. Madrid Capital);4 baños;358 m²;"Vistas únicas en madrid a la casa de campo y toda la zona noroeste de madrid, algo realmente singular.

La terraza, tiene gran pro...";40.4141551;-3.7134083;5 habs.;
269.000 €;Piso en calle de Rufino González, 59;/comprar/piso-san_blas_simancas28037-4104667889_109700/;Simancas (Distrito San Blas. Madrid Capital);1 baño;65 m²;3º B. VT2. Piso en un edificio de obra nueva de 65 m2 de superficie construida y ubicado en la zona de Madrid Capital, enclavado en planta 3. Está distribuido en 1 habitación, 1 baño completo y terraza. Incluye extras como garaje y trastero.;40,4341242;-3,6245248;1 hab.;3ª planta
650.000 €;Piso en Montecarmelo;/comprar/piso-castilla28046-40876908739_102100/;Castilla (Distrito Chamartín. Madrid Capital);2 baños;150 m²;Este magnífico inmueble se encuentra en montecarmelo, en el distrito de fuencarral - el pardo, en la provincia de madrid. Se trata...;40.4822186;-3.6836635;3 habs.;
3.950.000 €;Piso en Recoletos;/comprar/piso-recoletos28001-40839689537_108500/;Recoletos (Distrito Salamanca. Madrid Capital);5 baños;228 m²;Colaboramos con otras agencias. Madin inmobiliaria – interiorismo ofrece en venta maravilloso piso recién reformado en el centro d...;40.4224264;-3.6837402;4 habs.;
550.000 €;Piso en Cuzco;/comprar/piso-castillejos28020-41705160522_102200/;Castillejos (Distrito Tetuán. Madrid Capital);1 baño;110 m²;Arrigain madrid ofrece en exclusiva fantástico piso de tres dormitorios y un cuarto de baño (posibilidad de dos). Terraza cerrada ...;40.4605993;-3.6952397;3 habs.;3ª planta
447.700 €;Piso en calle del Arquitecto Sánchez Arcas, 5;/comprar/piso-ciudad_universitaria28040-3580384153_109700/;Ciudad Universitaria (Distrito Moncloa-Aravaca. Madrid Capital);1 baño;65 m²;6-3. Piso en un edificio de obra nueva de 65 m² de superficie construida y ubicado en la zona de madrid capital, enclavado en plan...;40.4537315;-3.7159647;2 habs.;1ª planta
145.000 €;Piso en calle Serafín de Asís, 3;/comprar/piso-latina_aluche28011-96667857089_994129/;Aluche (Distrito Latina. Madrid Capital);1 baño;64 m²;"""""vive y disfruta del pulmón verde de madrid casa de campo""

Disfruta de la casa de campo a tres paradas del centro de madrid.

""i...";40.406047520679905;-3.7514095422473273;2 habs.;Bajo
859.000 €;Piso en calle del Carmen;/comprar/piso-sol_barrio28013-33371514014_100500/;Sol (Distrito Centro. Madrid Capital);3 baños;90 m²;Vendido.;40.4196148;-3.7053149;3 habs.;5ª planta
129.500 €;Piso en Entrevías;/comprar/piso-puente_de_vallecas_entrevias28053-40034029427_515004/;Entrevías (Distrito Puente de Vallecas. Madrid Capital);1 baño;72 m²;Opportunity homes, ofrece un piso ideal para inversores , ubicado  en una zona bien comunicada ya que está  a unos 10 minutos del ...;40.3924831;-3.671492;2 habs.;3ª planta
369.000 €;Ático en Ensanche Vallecas;/comprar/atico-ensanche_de_vallecas_valdecarros28051-42576416621_100500/;Ensanche de Vallecas-Valdecarros (Distrito Villa de Vallecas. Madrid Capital);1 baño;116 m²;Ático  espectacular seminuevo, en la mejor zona del ensanche de vallecas, piso de 2 dormitorios con armarios empotrados, salón con...;40.370275629;-3.608200488;2 habs.;
3.650.000 €;Piso en calle de Génova;/comprar/piso-justicia_chueca28004-38360277288_100500/;Justicia-Chueca (Distrito Centro. Madrid Capital);5 baños;304 m²;Amma homes pone a la venta este inmueble único en 5º planta exterior, situado en una de las zonas más cotizadas del barrio de alma...;40.4274289;-3.6949352;4 habs.;5ª planta
719.000 €;Piso en calle de Lope de Rueda;/comprar/piso-ibiza28009-42561667250_100500/;Ibiza (Distrito Retiro. Madrid Capital);2 baños;73 m²;Ágora gestores inmobiliarios comercializa un precioso piso en venta comercializa esta magnífica vivienda en salamanca-goya. A esca...;40.4209634;-3.6776878;2 habs.;2ª planta
245.000 €;Piso en calle de Ángela González;/comprar/piso-numancia28038-38413210959_526188/;Numancia (Distrito Puente de Vallecas. Madrid Capital);4 baños;131 m²;"No cobramos honorarios al comprador ni gastos de gestión.

Inmobiliaria san román les ofrece espectacular vivienda, con una renta...";40.3986923;-3.6602354;6 habs.;Bajo
525.000 €;Piso en Prosperidad;/comprar/piso-chamartin_prosperidad28002-42543564240_102100/;Prosperidad (Distrito Chamartín. Madrid Capital);2 baños;135 m²;Gilmar consulting inmobiliario vende un exclusivo y moderno dúplex en el corazón del barrio de prosperidad, a 5 minutos de la esta...;40.4430543;-3.6710151;3 habs.;
1.129.000 €;Piso en calle de Alberto Bosch;/comprar/piso-jeronimos28014-39215270676_524671/;Jerónimos (Distrito Retiro. Madrid Capital);3 baños;100 m²;"Studios y proyectos madrid, comercializa este inmueble es una joya situada a poca distancia del emblemático parque del retiro.

Ha...";40.413541;-3.6892658;3 habs.;2ª planta
629.000 €;Piso en calle de Ayala;/comprar/piso-goya28009-40087423723_524671/;Goya (Distrito Salamanca. Madrid Capital);1 baño;85 m²;Studios y proyectos madrid vende piso en barrio de salamanca, zona lista, de 85 m², dos dormitorios, dos baños, uno de ellos en su...;40.4269416;-3.6696655;2 habs.;Bajo
