precio;sub_descr;href;ubicacion;mt2;planta;otros;latitude;longitude;habitaciones;banios
2.800.000 €;Chalet pareado en Mirasierra;/comprar/chalet_pareado-fuencarral_el_pardo_valverde28034-39247179261_102100/;Valverde (Distrito Fuencarral-El Pardo. Madrid Capital);541 m²;;Chalet pareado con 6 habitaciones y 7 baños, superficie util de 541 metros cuadrados, superficie solar 755, superficie construida ...;40.4899944;-3.690154;6 habs.;7 baños
469.000 €;Piso en Justicia-Chueca;/comprar/piso-justicia_chueca28004-39221195527_108500/;Justicia-Chueca (Distrito Centro. Madrid Capital);55 m²;;Grupo  gm ofrece en venta inmueble totalmente reformado situado en una segunda planta exterior de la calle farmacia. Consta de una...;40.4237032;-3.6989454;1 hab.;1 baño
819.000 €;Piso en calle de Preciados;/comprar/piso-sol_barrio28013-38423567503_101800/;Sol (Distrito Centro. Madrid Capital);91 m²;5ª planta;Walter haus pone a la venta este inmueble reformado, en el corazón de madrid, a unos pasos de la puerta del sol, ubicada en una 5ª...;40.4185914;-3.7049197;2 habs.;2 baños
255.000 €;Piso en calle de Almansa;/comprar/piso-bellas_vistas28039-42504701303_101800/;Bellas Vistas (Distrito Tetuán. Madrid Capital);67 m²;2ª planta;Inmobiliaria maqueda vende este encantador piso exterior de 67m², ofrece un espacio acogedor y funcional, ideal para aquellos que ...;40.4489201;-3.7081525;3 habs.;1 baño
575.000 €;Piso en calle de Arturo Soria;/comprar/piso-costillares-41694932426_100500/;Costillares (Distrito Ciudad Lineal. Madrid Capital);179 m²;1ª planta;Extra inmobiliaria vende piso ubicado en el centro del pinar de chamartín,  con todos los servicios.  Sobre calle arturo soria, en...;40.48278968;-3.664590236;3 habs.;2 baños
330.000 €;Piso en Chueca;/comprar/piso-trafalgar28004-41711820175_102100/;Trafalgar (Distrito Chamberí. Madrid Capital);60 m²;;Gilmar consulting inmobiliario centro presenta a sus clientes este piso en la zona de justicia, una emocionante oportunidad para i...;40.4235073;-3.7026848;2 habs.;1 baño
267.000 €;Apartamento en calle de la Madera;/comprar/apartamento-universidad_malasana28004-40919096108_106000/;Universidad-Malasaña (Distrito Centro. Madrid Capital);Más de 20;;"¡Sin comisiones de agencia!
Inmoline  91 616 32 20 y whatsapp 663 143 487.-   amplio y luminoso apartamento muy céntrico, y en per...";40.4238646;-3.7041009;1 hab.;1 baño
689.000 €;Piso en calle del Caballero de Gracia;/comprar/piso-sol_barrio28013-40088630079_526322/;Sol (Distrito Centro. Madrid Capital);104 m²;2ª planta;Inmobiliaria san román vende esta vivienda de 104 metros cuadrados completamente amueblada y reformada ( magnificas calidades ) di...;40.4195841;-3.7007317;2 habs.;2 baños
355.700 €;Piso en calle Ilusion, 22;/comprar/piso-el_canaveral-4009076470_109700/;El Cañaveral (Distrito Vicálvaro. Madrid Capital);102 m²;6ª planta;P.3 6ºD V26. Piso en una finca de obra nueva de 102 m2 de superficie construida y emplazado en la zona de Madrid Capital, posicionado en planta 6. Está dispuesto en 2 habitaciones, 2 baños completos y terraza de 11,35 m2. Cuenta como extras ascensor, garaje y trastero.;40,404742073;-3,555921144;2 habs.;2 baños
5.900.000 €;Apartamento en Lista;/comprar/apartamento-lista_barrio28006-39217352836_106200/;Lista (Distrito Salamanca. Madrid Capital);277 m²;;Lucas fox presenta esta estupenda vivienda en un edificio de obra nueva en la plaza del marqués de salamanca. Se trata de un piso ...;40.430450363;-3.679557516;4 habs.;4 baños
341.000 €;Piso en calle de Ribadavia;/comprar/piso-pilar28029-41728621605_106000/;Pilar (Distrito Fuencarral-El Pardo. Madrid Capital);Más de 20;;Venta de piso alquilado actualmente con los pagos al día, ideal para inversores, sin posibilidad de visita interior, se estudian o...;40.4730807;-3.7085848;4 habs.;2 baños
350.000 €;Casa en calle del Corazón de María;/comprar/casa-chamartin_ciudad_jardin28002-35869990605_526846/;Ciudad Jardín (Distrito Chamartín. Madrid Capital);80 m²;;"Mv pone a la venta piso en corazón de maria, en la mejor zona, en una 9ª planta, soleado, mucha luz todo el día y sin ruidos.
La v...";40.445072629;-3.666841719;3 habs.;1 baño
165.000 €;Piso en calle del Camino Viejo de Leganés;/comprar/piso-abrantes28025-39242945950_100500/;Abrantes (Distrito Carabanchel. Madrid Capital);78 m²;3ª planta;Linkcasa servicio inmobiliario vende piso en la calle camino viejo de leganés, situado en el barrio de abrantes, con la parada del...;40.377709664;-3.733676861;3 habs.;2 baños
219.000 €;Piso en Arcos;/comprar/piso-arcos28037-42518870167_101800/;Arcos (Distrito San Blas. Madrid Capital);99 m²;;"La casa agency vende piso exterior en plaza artesanos en arcos (san blas), ubicado en una zona muy bien comunicada. 
La vivienda c...";40.426501;-3.6177719;5 habs.;2 baños
1.500.000 €;Dúplex en calle de Pradillo;/comprar/duplex-chamartin_prosperidad28002-845431188_996542/;Prosperidad (Distrito Chamartín. Madrid Capital);221 m²;5ª planta;"Atico duplex en edificio moderno  con jardín y piscina comunitaria. Se alquila con o sin muebles.
 Planta baja; cocina equipada co...";40.4488753;-3.671759;3 habs.;3 baños
123.900 €;Piso en Paseo de Talleres;/comprar/piso-villaverde_los_angeles28021-39190934239_100500/;Los Ángeles (Distrito Villaverde. Madrid Capital);68 m²;4ª planta;"!!Empire real estate properties vende magnifica vivienda en villaverde!!!

Este acogedor piso en villaverde es la representación p...";40.3490589;-3.7002063;2 habs.;1 baño
699.000 €;Piso en Junto A calle Alcalá.;/comprar/piso-goya28006-41692568050_109100/;Goya (Distrito Salamanca. Madrid Capital);65 m²;5ª planta;Salamanca - goya, se vende vivienda con reforma a estrenar y completamente amueblada situada en la quinta planta de un edificio de...;40.427557;-3.6757217;2 habs.;2 baños
260.000 €;Piso en calle de Etruria;/comprar/piso-san_blas_canillejas28022-39251136266_100200/;Canillejas (Distrito San Blas. Madrid Capital);86 m²;;"Tecnocasa - barrio canillejas vende
Espaciosa vivienda reformada en su totalidad en el año 2021.
La vivienda se situa en la primer...";40.4367358;-3.6096357;3 habs.;2 baños
210.000 €;Piso en Avenida del Padre Piquer;/comprar/piso-latina_aluche28024-37572941221_518874/;Aluche (Distrito Latina. Madrid Capital);90 m²;1ª planta;Masterpiso vende piso exterior, en avenida padre piquer, empalme-aluche, madrid 1º con ascensor, 90m², 3 dormitorios, salón de pas...;40.3902472;-3.7658072;3 habs.;1 baño
145.000 €;Piso en calle del Sauzal, 2;/comprar/piso-ciudad_lineal_pueblo_nuevo28017-38398200895_994129/;Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital);57 m²;4ª planta;"¡Vive y disfruta de esta luminosa vivienda al lado del parque el paraíso!
Remax alpha le ofrece esta estupenda y luminosa vivienda...";40.430407658552305;-3.6350777129538496;2 habs.;1 baño
2.905.000 €;Chalet en calle del Pico Milano,  s/n;/comprar/chalet-mirasierra_arroyo_del_fresno28034-3810817474_109700/;Mirasierra-Arroyo del Fresno (Distrito Fuencarral-El Pardo. Madrid Capital);565 m²;;Parcela 9, tipo a. Chalet de obra nueva de 565 m² de superficie construida y situado en la zona de madrid capital. Está estructura...;40.4867325;-3.712855;7 habs.;8 baños
417.500 €;Piso en calle de las Orquídeas, 1;/comprar/piso-bellas_vistas28039-39171532003_994534/;Bellas Vistas (Distrito Tetuán. Madrid Capital);97 m²;1ª planta;Son viviendas de obra nueva de diseño moderno que se encuentran a pocos meses de su terminación, situados en pleno barrio de tetuá...;40.464083876474504;-3.702738820153732;2 habs.;2 baños
1.040.000 €;Piso en Goya;/comprar/piso-ibiza28009-40854910805_102100/;Ibiza (Distrito Retiro. Madrid Capital);105 m²;;Alta rentabilidad  vivienda completamente reformada de 105m² distribuidos en el interior en 2 estudios. Es solo una finca registra...;40.4125662;-3.672505;2 habs.;3 baños
1.490.000 €;Piso en El Viso;/comprar/piso-chamartin_el_viso28002-24178797472_996542/;El Viso (Distrito Chamartín. Madrid Capital);197 m²;8ª planta;Extraordinario piso en concha espina. Planta octava toda exterior con increibles vistas a santiago bernabeu, reforma de gran calid...;40.4516828;-3.6874381;4 habs.;4 baños
990.000 €;Piso en Goya;/comprar/piso-goya28009-39209515518_102100/;Goya (Distrito Salamanca. Madrid Capital);116 m²;;Barrio de salamanca, calle duque de sesto junto a calle antonio acuña y a escasos metros del parque del retiro, vivienda de 116 me...;40.4207506;-3.6727439;3 habs.;2 baños
104.000 €;Piso en calle;/comprar/piso-puente_de_vallecas_portazgo28038-42511249068_107700/;Portazgo (Distrito Puente de Vallecas. Madrid Capital);51 m²;;"¡¡¡¡¡Oportunidad para inversores!!!!!!.

Inmueble procedente de subasta judicial en cesión de remate. La adquisición del inmueble ...";40.390556;-3.6428524;3 habs.;1 baño
1.350.000 €;Piso en Goya;/comprar/piso-goya28009-42548377218_149200/;Goya (Distrito Salamanca. Madrid Capital);127 m²;3ª planta;Altura piso 3º, piso superficie total 127 m², habitaciones dobles: 2, hab. Dobles son suites: 2, 2 baños, 1 aseo, adaptado a perso...;40.4241004;-3.6777147;2 habs.;3 baños
880.000 €;Piso en Valdebebas;/comprar/piso-valdebebas_valdefuentes28055-38373252148_102100/;Valdebebas-Valdefuentes (Distrito Hortaleza. Madrid Capital);156 m²;;Piso en valdebebas de 156 m², 4 dormitorios, 3 baños, exterior, muy luminoso, orientación suroeste, 2 plazas de garaje y salón ind...;40.4834537;-3.6313119;4 habs.;3 baños
1.750.000 €;Chalet en calle de Hoces de la Hermida;/comprar/chalet-moncloa_aravaca_aravaca28023-85068901751_107200/;Aravaca (Distrito Moncloa-Aravaca. Madrid Capital);600 m²;;El viso inmobiliaria. Pareado de 600 m²c. En parcela de 535. Planta baja: amplio hall de entrada, aseo invitados, gran salón con c...;40.459103;-3.7709389;6 habs.;7 baños
137.000 €;Piso en calle del Mercurio;/comprar/piso-vicalvaro_ambroz28032-39182018555_992736/;Ambroz (Distrito Vicálvaro. Madrid Capital);61 m²;2ª planta;Redpiso vicalvaro vende en exclusiva vivienda en c/mercurio en segunda planta, consta de 60 m², distribuidos en salón, 3 dormitori...;40.4044709;-3.6021661;3 habs.;1 baño
989.000 €;Piso en Junto A La Puerta del Sol, en Pleno Centro de Madrid.;/comprar/piso-sol_barrio28012-41749362536_109100/;Sol (Distrito Centro. Madrid Capital);112 m²;2ª planta;Centro - sol, se vende vivienda exterior con reforma a estrenar y completamente amueblada situada en la segunda planta de un edifi...;40.4167969;-3.7020563;3 habs.;3 baños
276.500 €;Dúplex en calle de Cronos;/comprar/duplex-san_blas_simancas28037-41731872407_100500/;Simancas (Distrito San Blas. Madrid Capital);80 m²;Bajo;"Vohome propiedades salvador/julián camarillo/simancas vende en exclusiva:

Bonito loft duplex con terraza de 20m² en centro del po...";40.4404323;-3.6187496;1 hab.;2 baños
859.000 €;Piso en Universidad-Malasaña;/comprar/piso-universidad_malasana28004-39239392624_108500/;Universidad-Malasaña (Distrito Centro. Madrid Capital);115 m²;;Grupo gm vende espectacular piso reformado disponible para entrar de inmediato. Se distribuye en 3 habitaciones, con 3 baños, saló...;40.4239915;-3.705823;3 habs.;3 baños
839.000 €;Piso en calle de Atocha;/comprar/piso-cortes_huertas28012-36736964145_524671/;Cortes-Huertas (Distrito Centro. Madrid Capital);110 m²;1ª planta;"Piso en venta en barrio de las cortes

Piso con reforma en venta a estrenar en cortes

Studios y proyectos madrid  comercializa es...";40.4106486;-3.6953257;2 habs.;2 baños
430.000 €;Piso en calle de Juan Sánchez;/comprar/piso-penagrande28035-42518632834_100500/;Peñagrande (Distrito Fuencarral-El Pardo. Madrid Capital);126 m²;8ª planta;"31real servicios inmobiliarios vende piso de 4 habitaciones, 2 baños completos, terraza y plaza de garaje en peñagrande. 

Viviend...";40.4746498;-3.7189815;4 habs.;2 baños
1.500.000 €;Piso en El Viso;/comprar/piso-castilla28046-38376586937_102100/;Castilla (Distrito Chamartín. Madrid Capital);140 m²;;En el viso las mañanas se despiertan en calma, con un silencio solo interrumpido por el canto de los pájaros. Un paseo entre sus v...;40.4995437;-3.6899882;;
83.000 €;Piso en San Diego;/comprar/piso-san_diego28053-41721355088_100200/;San Diego (Distrito Puente de Vallecas. Madrid Capital);35 m²;1ª planta;Agencia inmobiliaria de madrid - zona puente de vallecas - vende: piso en calle tomás esteban. Primera planta, reformado. Salón co...;40.3921461;-3.6674722;1 hab.;1 baño
1.097.551 €;Piso en Paseo de San Francisco de Sales;/comprar/piso-chamberi_vallehermoso28003-40040399731_109700/;Vallehermoso (Distrito Chamberí. Madrid Capital);90 m²;;Os damos la bienvenida a este magnífico dúplex de obra nueva ubicado en madrid. La vivienda se distribuye en dos habitaciones, sal...;40.440875385;-3.715257284;2 habs.;2 baños
172.000 €;Piso en Orcasur;/comprar/piso-orcasur28041-41690425074_100200/;Orcasur (Distrito Usera. Madrid Capital);47 m²;;"Agencia inmobiliaria de madrid zona usera, almendrales tecnocasa estudio almendrales sl
Vende piso cerca de la calle antonio lópez...";40.3814129;-3.6933239;1 hab.;
399.900 €;Piso en calle Arte Figurativo Con Avenida Gran Vía del Sureste,  S/N;/comprar/piso-ensanche_de_vallecas_valdecarros28051-4098029494_109700/;Ensanche de Vallecas-Valdecarros (Distrito Villa de Vallecas. Madrid Capital);115 m²;;Piso en un inmueble de obra nueva de 115 m2 de superficie construida y situado en la zona de Madrid Capital. Está estructurado en 3 habitaciones, 2 baños completos y terraza de 9,05 m2. Aporta como extras ascensor, garaje.;40,3514;-3,61369;3 habs.;2 baños
6.400.000 €;Piso en Paseo de la Castellana;/comprar/piso-chamberi_almagro28046-40039547263_101800/;Almagro (Distrito Chamberí. Madrid Capital);672 m²;2ª planta;Walter haus presenta esta magnífica vivienda plurifamiliar situada en la séptima planta del icónico paseo de la castellana, entre ...;40.4361704;-3.6900194;3 habs.;3 baños
437.700 €;Ático en Quintana;/comprar/atico-hortaleza_palomas28027-40071703145_102100/;Palomas (Distrito Hortaleza. Madrid Capital);62 m²;;Ático con 2 habitaciones y un baño, superficie util de 62 metros cuadrados, superficie construida 62, terraza 49,45, trastero sí, ...;40.4433483;-3.6387321;2 habs.;1 baño
4.200.000 €;Piso en Recoletos;/comprar/piso-recoletos28001-39229770496_149200/;Recoletos (Distrito Salamanca. Madrid Capital);333 m²;2ª planta;Altura piso 2º, piso superficie total 333 m², superficie útil 333 m², hab. Individuales: 1, habitaciones dobles: 4, hab. Dobles so...;40.421677665;-3.679935455;5 habs.;5 baños
699.000 €;Piso en Universidad-Malasaña;/comprar/piso-universidad_malasana28004-39245580444_108500/;Universidad-Malasaña (Distrito Centro. Madrid Capital);77 m²;;Grupo gm ofrece en venta inmueble totalmente reformado. Ubicado en una tercera planta exterior de la calle escorial. Consta de 2 h...;40.424145;-3.7036829;2 habs.;2 baños
132.000 €;Piso en San Diego;/comprar/piso-san_diego28018-40904050855_100200/;San Diego (Distrito Puente de Vallecas. Madrid Capital);75 m²;3ª planta;Puerto de la morcuera.- dos habitaciones, terraza y amplio salón. Con ascensor. A pasos del centro comercial madrid sur y la renfe...;40.3826473;-3.6652576;3 habs.;
1.538.000 €;Chalet en calle de Palermo;/comprar/chalet-hortaleza_canillas28043-35899260721_100500/;Canillas (Distrito Hortaleza. Madrid Capital);605 m²;;31real servicios inmobiliarios tiene el placer de presentar este impresionante chalet independiente que evoca a la tranquilidad pe...;40.4592884;-3.64932;7 habs.;6 baños
699.000 €;Piso en calle del Conde de Peñalver;/comprar/piso-goya28006-40857771506_109300/;Goya (Distrito Salamanca. Madrid Capital);65 m²;;"Nos complace presentarle esta exclusiva propiedad residencial que&nbsp; ponemos a su disposición. Ubicado en la zona más privileg...";40.427557;-3.6757217;2 habs.;2 baños
654.000 €;Piso en Embajadores;/comprar/piso-centro_embajadores_lavapies28012-35840240188_105100/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);159 m²;1ª planta;Vivienda2 vende piso exterior con ascensor, listo para entrar a vivir de unos 159 m² catastrales, 2 dormitorios, y 2 cuartos de ba...;40.412429;-3.7010528;2 habs.;2 baños
339.900 €;Piso en Cortes;/comprar/piso-cortes_huertas28014-42571391742_105100/;Cortes-Huertas (Distrito Centro. Madrid Capital);52 m²;1ª planta;"¡¡¡Atención, sólo para inversores!!!
 Vivienda2 vende en exclusiva este interesante y luminoso apartamento en una de las mejores z...";40.4111202;-3.6952281;1 hab.;1 baño
830.000 €;Casa pareada en calle de Antonio Sancha;/comprar/casa_pareada-alameda_de_osuna_barrio-40845887427_101800/;Alameda de Osuna (Distrito Barajas. Madrid Capital);363 m²;;"Sky solutions vende chalet pareado de 4 plantas con un estilo de vida exclusivo y un entorno tranquilo. 

¡Esta espaciosa casa te ...";40.4580423;-3.5932244;6 habs.;3 baños
