precio;sub_descr;href;ubicacion;mt2;otros;latitude;longitude;habitaciones;banios;planta
3.500 €/mes;Piso en Salamanca;/alquilar/piso-guindalera28028-38423385412_101800/;Guindalera (Distrito Salamanca. Madrid Capital);191 m²;Engel & völkers pone a su disposición este amplio piso reformado de 181 m² útiles, disponible para entrar a vivir ya, con excelent...;40.4360343;-3.6715108;;;
3.600 €/mes;Dúplex en calle de Juan Bravo;/alquilar/duplex-salamanca_castellana28006-35081879651_996542/;Castellana (Distrito Salamanca. Madrid Capital);170 m²;"Diplomatic real estate ofrece dúplex, amueblado, de diseño, ubicado en edificio clásico y señorial que data de 1900.
Se distribuye...";40.4331496;-3.6863264;2 habs.;2 baños;6ª planta
3.450 €/mes;Piso en calle de Sagasta;/alquilar/piso-justicia_chueca28004-9264417245_100500/;Justicia-Chueca (Distrito Centro. Madrid Capital);111 m²;"Diza consultores les presenta este piso amueblado de 111 metros cuadrados en la calle sagasta.

Ubicado en un primer piso, esta vi...";40.4281871;-3.6990381;2 habs.;2 baños;1ª planta
950 €/mes;Apartamento en calle de Velázquez;/alquilar/apartamento-chamartin_el_viso28002-38348144045_101800/;El Viso (Distrito Chamartín. Madrid Capital);35 m²;***disponibilidad diciembre 2023 *** engel & völkers presenta este confortable y luminoso inmueble tipo estudio en el distrito cen...;40.4431742;-3.6822835;;;
6.750 €/mes;Piso en calle de Génova;/alquilar/piso-chamberi_almagro28004-38429880369_101800/;Almagro (Distrito Chamberí. Madrid Capital);187 m²;"Engel & völkers presenta este piso en el centro de almagro. 
Situado en un edificio de imagen representativa de este barrio y refo...";40.4274857;-3.695048;;;
12.500 €/mes;Piso en calle de Fuencarral;/alquilar/piso-justicia_chueca28004-39168465344_100500/;Justicia-Chueca (Distrito Centro. Madrid Capital);256 m²;Diza consultores presenta una oportunidad verdaderamente mágica en pleno centro, en la calle fuencarral. Este luminoso apartamento...;40.424156;-3.7005608;4 habs.;4 baños;3ª planta
1.750 €/mes;Piso en Centro;/alquilar/piso-centro_palacio28005-38361160450_101800/;Palacio (Distrito Centro. Madrid Capital);65 m²;Engel & völkers presenta este magnífico piso de un dormitorio en pleno barrio de palacio en madrid. La vivienda se encuentra en la...;40.4128682;-3.7088877;;;
2.450 €/mes;Dúplex en calle de Caracas;/alquilar/duplex-chamberi_almagro28010-32511124551_996542/;Almagro (Distrito Chamberí. Madrid Capital);95 m²;"Diplomatic real estate ofrede estupendo duplex a estrenar en chamberí, almagro. 
En planta baja tiene salón comedor  con cocina in...";40.4308015;-3.6946191;1 hab.;2 baños;1ª planta
5.150 €/mes;Piso en Paseo del General Martínez Campos;/alquilar/piso-chamberi_almagro28010-9219710249_100500/;Almagro (Distrito Chamberí. Madrid Capital);309 m²;"Diza consultores les presenta este lujoso piso de 309 metros cuadrados en en la zona de almagro.

Esta vivienda  ubicada en el pas...";40.4348411;-3.6959733;4 habs.;3 baños;6ª planta
1.500 €/mes;Apartamento en Chamartin;/alquilar/apartamento-castilla28036-39208517800_101800/;Castilla (Distrito Chamartín. Madrid Capital);53 m²;Engel & völkers presenta este fabuloso piso en la inmejorable zona de nueva españa, ubicado cerca de todos los comercios de la zon...;40.4672559;-3.684674;;;
3.100 €/mes;Ático en Chamberi;/alquilar/atico-rios_rosas28003-38405843732_101800/;Ríos Rosas (Distrito Chamberí. Madrid Capital);100 m²;Engel & völkers presenta este regio ático con espectacular terraza de 20 m², reformado recientemente y completamente equipado con ...;40.4401127;-3.6925423;;;
2.300 €/mes;Piso en Avenida de Concha Espina;/alquilar/piso-chamartin_hispanoamerica28016-34256693364_996542/;Hispanoamérica (Distrito Chamartín. Madrid Capital);100 m²;"Diplomatic real estate ofrece piso reformado en chamartín.
Salón de 30 m², con ventanas al exterior.
2 dormitorios en suite.
2 bañ...";40.4515345;-3.6845655;2 habs.;2 baños;Bajo
2.400 €/mes;Apartamento en calle de Atocha;/alquilar/apartamento-centro_embajadores_lavapies28012-29218874033_100500/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);95 m²;"Diza consultores les presenta esta fantástica promoción reformada en pleno centro histórico de madrid.

Se trata de una vivienda  ...";40.4139675;-3.7026475;2 habs.;1 baño;5ª planta
6.500 €/mes;Piso en Retiro;/alquilar/piso-sol_barrio28013-38391108081_101800/;Sol (Distrito Centro. Madrid Capital);337 m²;Engel & völkers ofrece este luminoso piso de lujo, completamente reformado, se encuentra situado en una de las zonas más tranquila...;40.4167673;-3.7047921;;;
1.800 €/mes;Apartamento en Moncloa;/alquilar/apartamento-moncloa_aravaca_arguelles28008-38395756701_101800/;Argüelles (Distrito Moncloa-Aravaca. Madrid Capital);56 m²;Engel & völkers presenta este moderno estudio con magníficas vistas en pleno corazón de la princesa con quintana. Este piso goza d...;40.4294151;-3.7160586;;;
4.080 €/mes;Piso en calle del Doctor Fléming;/alquilar/piso-nueva_espana28036-35074580428_996542/;Nueva España (Distrito Chamartín. Madrid Capital);235 m²;"Diplomatic real estate ofrece piso impecable junto al parque y próximo cuzco.
Fantástica vivienda muy luminosa, ubicada en edifici...";40.4562822;-3.6885152;4 habs.;4 baños;2ª planta
2.500 €/mes;Piso en Salamanca;/alquilar/piso-goya28009-38394416219_101800/;Goya (Distrito Salamanca. Madrid Capital);130 m²;"Engel & volkers les presenta este piso en la calle alcalá zona de goya, barrio salamanca.

Un piso excelentemente ubicado de tres ...";40.4238153;-3.6783486;;;
6.000 €/mes;Piso en Chamartin;/alquilar/piso-chamartin_el_viso28036-38413652804_101800/;El Viso (Distrito Chamartín. Madrid Capital);285 m²;Engel & völkers presenta este maravilloso piso amueblado en alquiler. Se trata de un piso reformado recientemente con altas calida...;40.4512532;-3.6900029;;;
2.900 €/mes;Ático en calle de Ponzano;/alquilar/atico-rios_rosas28003-16762869711_996542/;Ríos Rosas (Distrito Chamberí. Madrid Capital);140 m²;"Diplomatic real estate ofrece estupendo ático con terraza de 40 m² en pleno chamberí.
 Se alquila con buen mobiliario moderno y ac...";40.4438124;-3.6990255;2 habs.;2 baños;
2.950 €/mes;Ático en Salamanca;/alquilar/atico-recoletos28001-35007541676_100500/;Recoletos (Distrito Salamanca. Madrid Capital);146 m²;Domus madrid real estate comercializa estupendo ático ubicado en la octava planta de 146 m² construidos según catastro, con traste...;40.4282246;-3.6836129;2 habs.;2 baños;
5.500 €/mes;Chalet adosado en Avenida Fuententelarreina;/alquilar/chalet_adosado-fuentelarreina28035-37532540303_996542/;Fuentelarreina (Distrito Fuencarral-El Pardo. Madrid Capital);582 m²;;40.47476547;-3.746968577;7 habs.;8 baños;
3.100 €/mes;Piso en Salamanca;/alquilar/piso-recoletos28001-38338468759_101800/;Recoletos (Distrito Salamanca. Madrid Capital);101 m²;Engel & völkers les presenta este atractivo piso en la calle serrano totalmente amueblado. Les mostramos esta bonita vivienda con ...;40.4212894;-3.6881369;;;
2.800 €/mes;Piso en calle de Atocha;/alquilar/piso-centro_embajadores_lavapies28012-32579909257_100500/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);95 m²;"Diza consultores les presenta esta fantástica promoción reformada en pleno centro histórico de madrid.

Se trata de un ático de 2 ...";40.4141701;-3.7032089;2 habs.;2 baños;5ª planta
2.100 €/mes;Piso en calle de Leganitos;/alquilar/piso-centro_palacio28013-37548258414_100500/;Palacio (Distrito Centro. Madrid Capital);56 m²;"Piso, madrid (madrid centro)

Tipo cliente: particular

Alquilo lindo apartamento con excelentes espacios para tu comodidad se tra...";40.4227024;-3.7106821;2 habs.;1 baño;4ª planta
1.550 €/mes;Ático en Chamartin;/alquilar/atico-chamartin_ciudad_jardin28002-39189655380_101800/;Ciudad Jardín (Distrito Chamartín. Madrid Capital);80 m²;Engel & völkers presenta este magnifico ático con una amplia terraza de 30m, ubicada a muy pocos metros de la estación de metro pr...;40.4450272;-3.6751507;;;
4.950 €/mes;Ático en calle de Fernán Núñez;/alquilar/atico-nueva_espana28036-945856909318930_109700/;Nueva España (Distrito Chamartín. Madrid Capital);320 m²;"Ático dúplex con230 m² útiles  2 terrazas. 3 plazas de garaje y trastero. 
 Urbanización privada con vigilancia 24 horas,  amplias...";40.4568683;-3.669093;4 habs.;4 baños;
2.010 €/mes;Piso en calle de Atocha;/alquilar/piso-centro_embajadores_lavapies28012-30088091704_100500/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);55 m²;"Diza consultores les presenta esta fantástica promoción reformada en pleno centro histórico de madrid.

Se trata de una vivienda  ...";40.4139119;-3.7025119;1 hab.;1 baño;5ª planta
6.000 €/mes;Piso en El Viso;/alquilar/piso-chamartin_el_viso28002-945856909475052_109700/;El Viso (Distrito Chamartín. Madrid Capital);260 m²;Piso de lujo en serrano con vigilancia 24 horas. Salón de 50 m² en dos ambientes, comedor independiente y hall de entrada. 3 dormi...;40.4406397;-3.6857205;4 habs.;4 baños;4ª planta
2.350 €/mes;Piso en calle de Hilarión Eslava;/alquilar/piso-gaztambide28015-39187198012_100500/;Gaztambide (Distrito Chamberí. Madrid Capital);138 m²;"Piso, madrid (chamberí)

Moncloa - argüelles

Lujosa vivienda familiar recién reformada a estrenar, situada en uno de los barrios ...";40.4332847;-3.7168785;4 habs.;3 baños;1ª planta
12.500 €/mes;Piso en calle de Alberto Bosch;/alquilar/piso-jeronimos28014-25005100743_996542/;Jerónimos (Distrito Retiro. Madrid Capital);281 m²;"Diplomatic real estate ofrece magnífico piso de lujo a estrenar en jerónimos.
Gran salón de 50 m² con ventanales al exterior.hall ...";40.413541;-3.6892658;4 habs.;5 baños;3ª planta
11.000 €/mes;Piso en Salamanca;/alquilar/piso-salamanca_castellana28001-38372267674_101800/;Castellana (Distrito Salamanca. Madrid Capital);392 m²;Engel&völkers les presenta este amplio piso señorial en finca clásica y representativa en la calle ortega y gasset, una de las pri...;40.4301003;-3.6830809;;;
2.500 €/mes;Piso en calle Corredera Baja de San Pablo;/alquilar/piso-universidad_malasana28004-30842892326_996542/;Universidad-Malasaña (Distrito Centro. Madrid Capital);88 m²;"Diplomatic real estate ofrece precioso piso en el barrio de malasaña.
Salón comedor con chimenea y terraza de 18 m². , con espacio...";40.4237305;-3.702527;2 habs.;1 baño;5ª planta
4.620 €/mes;Piso en Salamanca;/alquilar/piso-salamanca_castellana28006-38363701837_101800/;Castellana (Distrito Salamanca. Madrid Capital);98 m²;Engel & völkers presenta esta nueva joya en plena calle castellana. Se trata de sofisticado edificio donde disfrutar de una experi...;40.437328;-3.6802969;;;
4.500 €/mes;Piso en calle de Villanueva;/alquilar/piso-recoletos28001-9221338557_100500/;Recoletos (Distrito Salamanca. Madrid Capital);200 m²;"Diza consultores les presenta este fabuloso piso de 200 metros cuadrados en el barrio de salamanca.

La vivienda ubicada en la cal...";40.4226828;-3.6894614;2 habs.;3 baños;2ª planta
1.900 €/mes;Apartamento en calle de Velázquez;/alquilar/apartamento-salamanca_castellana28006-39239732796_100500/;Castellana (Distrito Salamanca. Madrid Capital);130 m²;"Alquiler de piso en calle velázquez
Disponible apartir del 1 enero.
Piso en una de las zonas mas privilegiadas del barrio de salam...";40.4369952;-3.6833911;2 habs.;2 baños;2ª planta
3.100 €/mes;Piso en calle Lagaca;/alquilar/piso-salamanca_castellana28001-38429944580_996542/;Castellana (Distrito Salamanca. Madrid Capital);62 m²;"Diplomatic real estate ofrece piso con mobiliario moderno para estancias de 1 ó 2 meses.
Salón comedor con cocina integrada
2 dorm...";40.4293633;-3.6867756;2 habs.;2 baños;5ª planta
2.400 €/mes;Piso en Ronda de Valencia;/alquilar/piso-centro_embajadores_lavapies28012-39211245453_101800/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);104 m²;"***disponibilidad enero 2024***                                                                        
Solo para cortas estancias...";40.405562;-3.7013214;;;
2.200 €/mes;Piso en Centro;/alquilar/piso-justicia_chueca28004-38384135211_101800/;Justicia-Chueca (Distrito Centro. Madrid Capital);57 m²;Engel & völkers presenta esta promoción de viviendas de  obra nueva en justicia. Una finca con el carácter clásico y señorial de l...;40.4253644;-3.6995099;;;
3.600 €/mes;Piso en Retiro;/alquilar/piso-nino_jesus28009-38351660475_101800/;Niño Jesús (Distrito Retiro. Madrid Capital);214 m²;"Engel & völkers les ofrece este luminoso y espacioso ático exterior
En excelente estado de conservación. El pasillo de entrada da
...";40.4110025;-3.6703587;;;
2.500 €/mes;Apartamento en calle Lagasca;/alquilar/apartamento-salamanca_castellana28006-39259069386_100500/;Castellana (Distrito Salamanca. Madrid Capital);101 m²;"Alquiler de piso en calle lagasca
Alquilo excelente piso muy espacioso y muy bonito, en la cocina dispone de lavaplatos, nevera, l...";40.4368118;-3.6843883;2 habs.;2 baños;4ª planta
8.800 €/mes;Piso en calle de José Abascal;/alquilar/piso-chamberi_almagro28010-36766388148_100500/;Almagro (Distrito Chamberí. Madrid Capital);366 m²;"Diza consultores les presenta este piso exterior reformado en almagro. Disponible desde agosto

Al entrar se encuentra con amplio ...";40.4383253;-3.6932338;5 habs.;4 baños;5ª planta
2.250 €/mes;Piso en calle de los Astros;/alquilar/piso-retiro_estrella28007-39258438372_100500/;Estrella (Distrito Retiro. Madrid Capital);100 m²;Diza consultores te presenta tu nuevo hogar en este moderno piso en la planta 3. Construido en el año 2023, este luminoso y espaci...;40.4116743;-3.6692953;2 habs.;2 baños;3ª planta
5.000 €/mes;Ático en calle de Ruiz de Alarcón;/alquilar/atico-jeronimos28014-30877194295_100500/;Jerónimos (Distrito Retiro. Madrid Capital);200 m²;El viso inmobiliaria ofrece magnífico ático de unos 200 m²c., 150 útiles más terraza de 15 m², en finca con fachada y portal muy r...;40.4154376;-3.6916322;3 habs.;3 baños;
6.900 €/mes;Piso en Salamanca;/alquilar/piso-recoletos28001-39201528358_101800/;Recoletos (Distrito Salamanca. Madrid Capital);294 m²;Engel & völkers presenta esta exclusiva propiedad que le permitirá disfrutar de estancias amplias y luminosas. Enclavada en una qu...;40.4259839;-3.6851792;;;
1.550 €/mes;Piso en Avenida del Monasterio de El Escorial;/alquilar/piso-montecarmelo28049-38381804357_107700/;Montecarmelo (Distrito Fuencarral-El Pardo. Madrid Capital);110 m²;En la exclusiva zona de montecarmelo, century 21 homeplace te presenta este luminoso y amplio piso de 110 m² ubicado en una segund...;40.5044859915945;-3.70951936641688;3 habs.;2 baños;
5.900 €/mes;Casa en Chamberi;/alquilar/casa-chamberi_vallehermoso28003-38368406799_101800/;Vallehermoso (Distrito Chamberí. Madrid Capital);420 m²;Ubicado en la zona de vallehermoso, se encuentra un encantador chalet privado de tres plantas y un sótano. Esta espaciosa propieda...;40.4435531;-3.7107037;;;
1.350 €/mes;Piso en El Cañaveral;/alquilar/piso-el_canaveral-38370943632_100200/;El Cañaveral (Distrito Vicálvaro. Madrid Capital);157 m²;Se alquila piso a estrenar en el cañaveral, obra nueva de 157 m² construidos, 2 plazas de garaje y trastero, zonas comunes con p...;40.4674186;-3.6943792;3 habs.;2 baños;1ª planta
3.950 €/mes;Piso en calle de García de Paredes;/alquilar/piso-chamberi_almagro28010-30855812480_100500/;Almagro (Distrito Chamberí. Madrid Capital);129 m²;Diza consultores les presenta este piso en almagro. Zona inmejorable, disponemos de un antiguo palacete, reformado íntegramente co...;40.4363906;-3.6905054;2 habs.;2 baños;4ª planta
2.400 €/mes;Piso en Tetuan;/alquilar/piso-tetuan_cuatro_caminos28020-38404981628_101800/;Cuatro Caminos (Distrito Tetuán. Madrid Capital);170 m²;Engel & völkers presenta este elegante piso situado en pleno corazón de azca. La vivienda ha sido reformada integralmente reciente...;40.4513909;-3.694648;;;
4.000 €/mes;Piso en Paseo de la Infanta Isabel;/alquilar/piso-jeronimos28014-34182676065_996542/;Jerónimos (Distrito Retiro. Madrid Capital);132 m²;Diplomatic real estate vende fantástica vivienda reformada con materiales de excelente calidad en edificio de corte clásico que da...;40.4067496;-3.6872726;3 habs.;2 baños;1ª planta
1.800 €/mes;Apartamento en calle de Villanueva;/alquilar/apartamento-recoletos28001-38406021772_100500/;Recoletos (Distrito Salamanca. Madrid Capital);59 m²;Bonito apartamento con piscina comunitaria y servicio de portería y vigilancia nocturna en recoletos, una de las zonas más exclus...;40.422304917;-3.684528307;1 hab.;1 baño;2ª planta
