precio;sub_descr;href;ubicacion;mt2;otros;latitude;longitude;habitaciones;banios;planta
165.000 €;Piso en calle de la Guancha;/comprar/piso-ciudad_lineal_pueblo_nuevo28017-43348264642_518495/;Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital);57 m²;Oportunidad de inversión única,piso sito en calle guancha, tercera planta sin ascensor, totalmente reformado listo para entrar a v...;40.4311836;-3.6344063;3 habs.;1 baño;3ª planta
340.000 €;Piso en calle de la Torre;/comprar/piso-valderrivas28032-41708099722_519083/;Valderrivas (Distrito Vicálvaro. Madrid Capital);122 m²;Municipio de madrid – vicálvaro, 90 m², piso exterior muy luminoso, con orientación noreste calefacción individual gas natural y a...;40.4164892;-3.7298036;2 habs.;1 baño;2ª planta
160.000 €;Ático en calle de Belzunegui;/comprar/atico-pau_de_carabanchel28054-45062647417_100500/;Pau de Carabanchel (Distrito Carabanchel. Madrid Capital);65 m²;Piso reformado en una urbanización cerrada. Este encantador inmueble de 65 m² cuenta con un luminoso salón, cocina, tres dormitori...;40.3740044;-3.7389617;3 habs.;1 baño;
330.000 €;Piso en calle de Santa Susana;/comprar/piso-pinar_del_rey28033-38365310802_100500/;Pinar del Rey (Distrito Hortaleza. Madrid Capital);93 m²;"Ics inmobiliaria ofrece piso en zona de hortaleza con una ubicacion magnifica.

El inmueble se distribuye de la siguiente manera:
...";40.4795879;-3.647299;3 habs.;1 baño;13ª planta
370.000 €;Ático en calle de San Telesforo;/comprar/atico-ciudad_lineal_pueblo_nuevo28017-45059908106_991170/;Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital);70 m²;Magnifico ático de dos dormitorios para entrar a vivir, en excelente estado, con mucha luz natural gracias a su doble orientación....;40.4257474;-3.63317;2 habs.;1 baño;
3.850.000 €;Piso en Paseo de Eduardo Dato;/comprar/piso-chamberi_almagro28010-43366344154_104700/;Almagro (Distrito Chamberí. Madrid Capital);378 m²;Almagro es un barrio que te ofrece seguridad, y vivir en él unido a esta magnífica vivienda plurifamiliar en segunda planta que t...;40.4326821;-3.6944279;4 habs.;;
388.500 €;Piso en calle Parcela Rc.4.6.2. Sector Uzpp. 02.04,  S/N;/comprar/piso-los_berrocales28031-4558079599_109700/;Los Berrocales (Distrito Vicálvaro. Madrid Capital);106 m²;"VI-1-2-1-P02-C. Piso en un inmueble de obra nueva de 106 m2 de superficie construida y situado en la zona de Madrid Capital, acomodado en planta 2. Está estructurado en 3 habitaciones, 2 baños completos y terraza de 7,2 m2. Aporta como extras ascensor, garaje y trastero.

** El precio mostrado en la tabla anterior para cada inmueble, incluye únicamente aquellos anejos (plazas de garaje y/o trastero) que hubiesen sido expresamente especificados en su descripción. En caso de no aparecer especificados, su precio no se entenderá incluido en el precio mostrado anteriormente. El precio mostrado lo es sin incluir impuestos. Los inmuebles identificados están sujetos, en todo caso, a disponibilidad.";40,393904724;-3,58149909;3 habs.;2 baños;2ª planta
275.000 €;Piso en calle de Nuestra Señora de Araceli;/comprar/piso-casco_historico_de_barajas-30863687419_100500/;Casco Histórico de Barajas (Distrito Barajas. Madrid Capital);78 m²;"Vohome propiedades barajas vende piso en la zona del casco histórico barajas.

Se trata de un excelente piso de 78 m² construidos ...";40.4705497;-3.5793937;3 habs.;2 baños;Bajo
240.000 €;Piso en calle de Fuenlabrada;/comprar/piso-carabanchel_comillas28019-45097719624_100500/;Comillas (Distrito Carabanchel. Madrid Capital);46 m²;"Novahome presenta vivienda de 46 m² metros en zona de comillas, junto al madrid río. 

La vivienda en la actualidad cuenta con sal...";40.3967954;-3.7145003;2 habs.;1 baño;5ª planta
3.950.000 €;Piso en calle del Conde de Aranda;/comprar/piso-recoletos28001-43410633981_101800/;Recoletos (Distrito Salamanca. Madrid Capital);291 m²;Descubre esta espectacular vivienda ubicada en pleno recoletos, una joya luminosa con orientación sur que ha sido completamente re...;40.4218148;-3.685999;5 habs.;5 baños;5ª planta
1.730.000 €;Piso en calle de Velázquez;/comprar/piso-salamanca_castellana28006-41689269322_101800/;Castellana (Distrito Salamanca. Madrid Capital);158 m²;Sumérjase en el lujo y la comodidad de este espacioso y luminoso piso de 158m², ubicado en una distinguida finca clásica de 1920 c...;40.4359859;-3.6829858;4 habs.;3 baños;4ª planta
2.600.000 €;Ático en calle del Abedul;/comprar/atico-nueva_espana28036-40834467086_101800/;Nueva España (Distrito Chamartín. Madrid Capital);486 m²;Esta magnífica  vivienda en pleno barrio de nueva españa, cuenta con  cuatro dormitorios, dos de ellos en suite, tres baños y dos ...;40.4653755;-3.6818396;4 habs.;3 baños;
879.000 €;Piso en calle de Diego de León;/comprar/piso-salamanca_castellana28006-37554849187_524350/;Castellana (Distrito Salamanca. Madrid Capital);87 m²;Oasis house les ofrece este inmueble único, totalmente reformado realizado por el estudio de arquitectura arctempus, situado en la...;40.4350388;-3.6817199;2 habs.;2 baños;6ª planta
609.000 €;Piso en calle de Martínez Izquierdo;/comprar/piso-guindalera28028-41759344875_101800/;Guindalera (Distrito Salamanca. Madrid Capital);89 m²;Ubicado en una de las zonas más codiciadas de la ciudad, este impresionante piso reformado ofrece una combinación perfecta de esti...;40.4354017;-3.6646618;2 habs.;2 baños;3ª planta
249.000 €;Piso en calle de San Roberto;/comprar/piso-lucero28011-45023644652_528281/;Lucero (Distrito Latina. Madrid Capital);96 m²;** agencia inmobiliaria de madrid, barrio inmobiliaria presenta esta excepcional vivienda en venta, este encantador piso se encuen...;40.4036116;-3.7592105;3 habs.;1 baño;2ª planta
265.000 €;Loft en calle de Cronos, 24;/comprar/loft-san_blas_simancas28037-45088775390_991170/;Simancas (Distrito San Blas. Madrid Capital);78 m²;Espectacular loft en edificio representativo, junto a la c/ alcalá a 5 minutos del metro de torre arias (línea 5) y junto al parqu...;40.440784;-3.6181893;2 habs.;2 baños;
535.000 €;Piso en calle de Brescia;/comprar/piso-guindalera28028-40033612682_101800/;Guindalera (Distrito Salamanca. Madrid Capital);103 m²;"Precioso loft reformado de 103 m² construidos, situado en el barrio de salamanca, zona guindalera. 
El inmueble está distribuido e...";40.43649106;-3.663217906;1 hab.;1 baño;
3.200.000 €;Piso en calle de Núñez de Balboa;/comprar/piso-salamanca_castellana28006-38377097151_101800/;Castellana (Distrito Salamanca. Madrid Capital);233 m²;Vivienda de 233 metros muy luminosa en planta alta exterior. En proceso de reforma, con techos altos, se entrega a estrenar y amue...;40.4323004;-3.6818526;4 habs.;4 baños;4ª planta
1.320.000 €;Piso en calle Carretera de Chamartín;/comprar/piso-nueva_espana28036-37525237880_101800/;Nueva España (Distrito Chamartín. Madrid Capital);177 m²;Walter haus les presenta este ático de 177 m² construidos en nueva españa con unas fantásticas vistas al paseo de la habana con un...;40.4622228;-3.6800421;3 habs.;2 baños;4ª planta
879.000 €;Piso en calle de Diego de León;/comprar/piso-salamanca_castellana28006-37504762352_101800/;Castellana (Distrito Salamanca. Madrid Capital);87 m²;Piso totalmente reformado de aproximadamente 87 m², ubicado en la sexta planta de un edificio en el barrio de castellana. La vivie...;40.4350206;-3.681034;2 habs.;2 baños;6ª planta
1.769.000 €;Ático en calle de Don Ramón de la Cruz;/comprar/atico-goya28006-43382272668_524350/;Goya (Distrito Salamanca. Madrid Capital);151 m²;"Oasis house les ofrece este impresionante ático en venta ubicado en el corazón de madrid capital, en la exclusiva zona de goya.
La...";40.4287273;-3.6719437;2 habs.;3 baños;
790.000 €;Piso en calle del General Pardiñas, 99;/comprar/piso-lista_barrio28006-45029702770_522144/;Lista (Distrito Salamanca. Madrid Capital);95 m²;Ático amplio y muy luminoso situado en el barrio de salamanca, uno de los barrios con las mejores tiendas, comercios y restaurante...;40.43653;-3.6778195;2 habs.;2 baños;6ª planta
321.700 €;Piso en calle Ferenc Puskas;/comprar/piso-el_canaveral-43387539138_528028/;El Cañaveral (Distrito Vicálvaro. Madrid Capital);104 m²;¡Bienvenidos a este maravilloso piso en venta! Con sus 94 metros cuadrados útiles, este inmueble cuenta con dos habitaciones y dos...;40.4002946;-3.5465944;2 habs.;2 baños;3ª planta
849.000 €;Piso en calle de Diego de León;/comprar/piso-salamanca_castellana28006-37554438688_524350/;Castellana (Distrito Salamanca. Madrid Capital);83 m²;"Oasis house les ofrece este inmueble único, totalmente reformado por el estudio de arquitectura arctempus. 
Ubicado en la sexta pl...";40.434362;-3.6756953;2 habs.;2 baños;6ª planta
1.329.000 €;Piso en calle de Fernán González;/comprar/piso-ibiza28009-43356349590_524350/;Ibiza (Distrito Retiro. Madrid Capital);188 m²;"Oasis house les ofrece este bonito piso reformado en el barrio de ibiza cerca del retiro. Es una segunda planta exterior.
La vivie...";40.4199405;-3.6746538;3 habs.;4 baños;2ª planta
225.000 €;Dúplex en calle de La Bañeza;/comprar/duplex-pilar28029-44250007544_100500/;Pilar (Distrito Fuencarral-El Pardo. Madrid Capital);60 m²;31real servicios inmobiliarios vende vivienda totalmente reformada situada en una planta baja con entrada y acceso independiente d...;40.4764619;-3.713677435;2 habs.;1 baño;Bajo
1.390.000 €;Dúplex en Avenida de la Gran Vía de Hortaleza, 5;/comprar/duplex-pinar_del_rey28033-40045784296_100500/;Pinar del Rey (Distrito Hortaleza. Madrid Capital);217 m²;Carlos díaz de torres, director de chamartin inmobiliaria y vecino de esta magnífica urbanización, vende impresionante ático dúple...;40.46673542511692;-3.6580181121826176;4 habs.;3 baños;7ª planta
220.000 €;Piso en calle Colombia;/comprar/piso-chamartin_hispanoamerica28016-44210415433_516742/;Hispanoamérica (Distrito Chamartín. Madrid Capital);55 m²;"! Oportunidad única¡ 
Este encantador local comercial semisótano de 55m² ha sido transformado en una acogedora vivienda que combin...";40.4573022;-3.6747378;2 habs.;1 baño;Subsótano
210.000 €;Piso en calle de Mojácar;/comprar/piso-apostol_santiago-45045203844_104700/;Apóstol Santiago (Distrito Hortaleza. Madrid Capital);51 m²;Este cogedor piso se presenta en perfecto estado, listo para entrar a vivir. Consta de dos dormitorios muy luminosos, cada uno con...;40.4796252;-3.6587987;2 habs.;;
389.000 €;Ático en calle de Saúco, 19;/comprar/atico-berruguete28039-3193770462_109700/;Berruguete (Distrito Tetuán. Madrid Capital);73 m²;Ático b. Ático en una finca de obra nueva de 73 m² de superficie construida y emplazado en la zona de madrid capital, posicionado ...;40.4605085;-3.7051662;1 hab.;1 baño;
420.000 €;Piso en Aravaca;/comprar/piso-valdemarin-43398480578_102100/;Valdemarín (Distrito Moncloa-Aravaca. Madrid Capital);84 m²;Piso de 2 dormitorios y 2 baños reformado en aravaca, en urbanización privada con seguidad. Incluye plaza de garaje doble (con cap...;40.4592663;-3.7895305;2 habs.;2 baños;
1.179.000 €;Piso en calle de Diego de León, 63;/comprar/piso-lista_barrio28006-45091426715_528306/;Lista (Distrito Salamanca. Madrid Capital);110 m²;Este encantador piso se encuentra en la quinta planta de un edificio en la zona de lista. Con una superficie total de 110 m² y 85 ...;40.43474;-3.6756637;2 habs.;3 baños;5ª planta
260.000 €;Piso en calle de Alcalá;/comprar/piso-ciudad_lineal_quintana-33376745478_100500/;Quintana (Distrito Ciudad Lineal. Madrid Capital);78 m²;"Vivienda exterior para actualizar próxima al metro quintana.

Luminosa, tranquila y con muchas posibilidades para convertirla en u...";40.4315637;-3.6583418;3 habs.;1 baño;4ª planta
250.000 €;Piso en calle de Molina;/comprar/piso-tetuan_almenara28029-44237741259_100500/;Almenara (Distrito Tetuán. Madrid Capital);48 m²;"31real servicios inmobiliarios ofrece una oportunidad que no puedes dejar escapar!

Es la propiedad ideal si buscas comprar tu pri...";40.471399;-3.701557;2 habs.;1 baño;Bajo
247.300 €;Piso en calle de la Maquinilla;/comprar/piso-palomeras_sureste28031-44170748620_104700/;Palomeras Sureste (Distrito Puente de Vallecas. Madrid Capital);79 m²;"Redpiso villa de vallecas vende en excusiva:

Magnifica vivienda para entrar a vivir, en 5º planta con ascensor, inundada de luz n...";40.379804;-3.6379152;2 habs.;2 baños;
342.000 €;Piso en Carretera del Barrio de la Fortuna;/comprar/piso-cuatro_vientos28054-43362624974_100500/;Cuatro Vientos (Distrito Latina. Madrid Capital);143 m²;Re/max presenta esta maravillosa vivienda, ubicada en un edificio construido con las mejores calidades y comodidades para proporci...;40.371827686;-3.765979273;2 habs.;2 baños;1ª planta
4.200.000 €;Piso en calle Castelló;/comprar/piso-recoletos28001-39182218791_101800/;Recoletos (Distrito Salamanca. Madrid Capital);262 m²;Espectacular piso exterior recién reformado con 4 balcones a la calle y un mirador, mejor zona, en la calle castelló, en zona de r...;40.4256659;-3.6816076;3 habs.;3 baños;2ª planta
173.000 €;Estudio en calle del El Toboso, 105;/comprar/estudio-carabanchel_san_isidro28019-3754753685_109700/;San Isidro (Distrito Carabanchel. Madrid Capital);50 m²;V02, 2º B. Estudio en un edificio de obra nueva de 50m2 de superficie construida y ubicado en la zona de Madrid Capital, enclavado en planta 2. Está distribuido en 1 baño . Incluye extras como ascensor, garaje.;40,3931731;-3,7350976;;;
849.000 €;Piso en calle de Diego de León;/comprar/piso-lista_barrio28006-35036719768_101800/;Lista (Distrito Salamanca. Madrid Capital);83 m²;Vivienda totalmente reformada de aproximadamente 83 metros cuadrados, ubicada en la sexta planta de un edificio en el barrio de sa...;40.434409;-3.6754211;2 habs.;2 baños;6ª planta
420.000 €;Piso en calle Angel Martin Rodriguez;/comprar/piso-el_canaveral-43394360506_510067/;El Cañaveral (Distrito Vicálvaro. Madrid Capital);107 m²;Proyectos inmobiliarios baupres le ofrece un estupendo piso a estrenar situado en el cañaveral, madrid, de 3 habitaciones y dos pl...;40.396425977;-3.554885108;3 habs.;2 baños;1ª planta
950.000 €;Piso en Paseo de la Castellana;/comprar/piso-castillejos28046-37577067756_524350/;Castillejos (Distrito Tetuán. Madrid Capital);127 m²;Oasis house les ofrece este inmueble único, piso totalmente reformado en la primera planta exterior del paseo de la castellana, qu...;40.457793;-3.6906761;3 habs.;3 baños;1ª planta
400.000 €;Apartamento en calle de Mira el Sol;/comprar/apartamento-centro_embajadores_lavapies28005-44172258931_100500/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);73 m²;"Exclusivo apartamento en urbanización con gimnasio y azotea con solarium, situado en la zona de embajadores. 
¡Realiza un tour vir...";40.4069968;-3.7075899;1 hab.;1 baño;1ª planta
2.300.000 €;Piso en calle de Pedro de Valdivia;/comprar/piso-chamartin_el_viso28006-32535613320_524350/;El Viso (Distrito Chamartín. Madrid Capital);265 m²;Oasis house les ofrece este estupendo y bonito piso con reforma del año 2008, el inmueble se caracteriza por sus grandes ventanale...;40.4391076;-3.6813667;5 habs.;5 baños;6ª planta
380.000 €;Estudio en calle de Alonso Cano;/comprar/estudio-rios_rosas28003-45087258770_104700/;Ríos Rosas (Distrito Chamberí. Madrid Capital);39 m²;Redpiso ríos rosas – chamberí vende maravilloso estudio exterior muy luminoso y con piscina de uso comunitario, en c/ alonso cano,...;40.4393829;-3.6978293;;;
1.519.000 €;Piso en calle de Barceló;/comprar/piso-justicia_chueca28004-44170912183_528306/;Justicia-Chueca (Distrito Centro. Madrid Capital);160 m²;Nos complace presentar esta espectacular vivienda totalmente reformada, lista para estrenar y entrar a vivir. Ubicada en la repres...;40.4266234;-3.7007524;4 habs.;4 baños;1ª planta
239.000 €;Piso en calle de las Cuevas de Almanzora;/comprar/piso-apostol_santiago-42515434223_100500/;Apóstol Santiago (Distrito Hortaleza. Madrid Capital);72 m²;"Vivienda alquilada! Por favor leer antes de llamar.

Contrato de cinco años vigente desde agosto de 2021.

Vivienda totalmente ext...";40.4785597;-3.6581044;2 habs.;1 baño;1ª planta
548.000 €;Piso en calle del Espíritu Santo;/comprar/piso-universidad_malasana28004-43355546599_524350/;Universidad-Malasaña (Distrito Centro. Madrid Capital);80 m²;"Oasis house les presenta este encantador piso reformado en la calle espíritu santo

La vivienda presenta una reforma muy cuidada, ...";40.4256246;-3.7049534;2 habs.;1 baño;Bajo
1.299.000 €;Piso en calle de la Montera;/comprar/piso-cortes_huertas28013-39202678552_524671/;Cortes-Huertas (Distrito Centro. Madrid Capital);195 m²;Studios y proyectos madrid presenta esta extraordinaria vivienda reformada, estratégicamente ubicada en la zona de sol, ocupando u...;40.4180901;-3.7026798;4 habs.;4 baños;4ª planta
