precio;sub_descr;href;ubicacion;banios;mt2;planta;otros;latitude;longitude;habitaciones
2.500 €/mes;Piso en Paseo de la Infanta Isabel;/alquilar/piso-jeronimos28014-41691341767_100500/;Jerónimos (Distrito Retiro. Madrid Capital);2 baños;70 m²;4ª planta;"Piso, madrid (retiro)

Piso recién reformado en infanta isabel.4to piso exterior con dos balcones a la calle.recien reformado.elec...";40.406562;-3.6855895;3 habs.
840 €/mes;Estudio en Almenara;/alquilar/estudio-tetuan_almenara28029-41667082248_101800/;Almenara (Distrito Tetuán. Madrid Capital);1 baño;46 m²;;"Ref: 107747

Disponible desde ya

Estudio en alquiler con superficie de 46m², muy luminoso. Planta baja, exterior

La vivienda se ...";40.4708574;-3.6897414;1 hab.
2.000 €/mes;Apartamento en calle de Juan Ramón Jiménez, 8;/alquilar/apartamento-chamartin_hispanoamerica28036-5087602964_100100/;Hispanoamérica (Distrito Chamartín. Madrid Capital);1 baño;95 m²;6ª planta;A tan sólo unos minutos del paseo de la castellana, una de las arterias principales de la ciudad, en la misma avenida que el famos...;40.4584;-3.68661;1 hab.
2.080 €/mes;Apartamento en calle de Atocha;/alquilar/apartamento-centro_embajadores_lavapies28012-38339182576_100500/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);1 baño;55 m²;3ª planta;"Diza consultores les presenta esta fantástica promoción reformada en pleno centro histórico de madrid.

Se trata de una vivienda  ...";40.4139675;-3.7026475;1 hab.
1.100 €/mes;Piso en Vista Alegre;/alquilar/piso-carabanchel_vista_alegre28025-41757657717_101800/;Vista Alegre (Distrito Carabanchel. Madrid Capital);2 baños;85 m²;;"Ref: 107796

Disponible desde ya

Piso en alquiler con superficie de 85m², muy luminoso. Planta baja, exterior con orientacion sur...";40.382737;-3.7465995;2 habs.
960 €/mes;Estudio en calle de Alfonso Fernández Clausells;/alquilar/estudio-ciudad_universitaria28035-40853966637_100500/;Ciudad Universitaria (Distrito Moncloa-Aravaca. Madrid Capital);1 baño;20 m²;;Diza consultores te invita a sumergirte en la experiencia exclusiva de nuestro estudio, ubicado en una casa de co-living de alta g...;40.4617729;-3.7245219;
1.900 €/mes;Apartamento en calle de Santa Catalina;/alquilar/apartamento-cortes_huertas28014-36723830568_996542/;Cortes-Huertas (Distrito Centro. Madrid Capital);1 baño;72 m²;5ª planta;"Diplomatic ofrece piso amueblado entre prado y carrera de san jerónimo.
Situado en el ático con pequeña terraza privada.
Todo exte...";40.4155676;-3.6978955;1 hab.
2.000 €/mes;Apartamento en calle de Juan Ramón Jiménez, 8;/alquilar/apartamento-chamartin_hispanoamerica28036-5047533983_100100/;Hispanoamérica (Distrito Chamartín. Madrid Capital);1 baño;76 m²;4ª planta;Amplio y magnífico piso recién reformado, muy luminoso en pleno corazón del distrito financiero de madrid, a tan sólo unos minutos...;40.4584;-3.68661;1 hab.
2.000 €/mes;Apartamento en Avenida de Alberto Alcocer, 12;/alquilar/apartamento-chamartin_hispanoamerica28036-5054784694_100100/;Hispanoamérica (Distrito Chamartín. Madrid Capital);1 baño;74 m²;7ª planta;Espectacular piso de alto standing muy luminoso, en urbanización de lujo planta 7 con terraza. Inmueble cuya descripción básica es...;40.4585;-3.68595;1 hab.
7.500 €/mes;Piso en calle de Covarrubias;/alquilar/piso-chamberi_almagro28010-40843246821_996542/;Almagro (Distrito Chamberí. Madrid Capital);2 baños;260 m²;2ª planta;"Diplomatic real estate ofrece piso de lujo en chamberí con 10 balcones a la calle.
Disponible el 1 de abril.
Espléndido salón come...";40.4288706;-3.6974567;2 habs.
2.750 €/mes;Piso en Cuesta de Santo Domingo;/alquilar/piso-centro_palacio28013-36716103119_100500/;Palacio (Distrito Centro. Madrid Capital);2 baños;135 m²;3ª planta;"Piso, madrid (madrid centro)

Disponible el 20 de marzo 2024

Barrio palacio, en pleno centro de madrid. Junto a a la pza de españ...";40.4200966;-3.7084206;3 habs.
1.975 €/mes;Piso en calle de Hernán Cortés;/alquilar/piso-justicia_chueca28004-36728881989_100500/;Justicia-Chueca (Distrito Centro. Madrid Capital);2 baños;180 m²;1ª planta;"Piso, madrid (madrid centro

Primera planta exterior. Piso totalmente reformado en edificio rehabilitado, en la zona de justicia-c...";40.4236453;-3.7005393;2 habs.
3.000 €/mes;Piso en Avenida de Pío XII;/alquilar/piso-nueva_espana28016-41707299242_100500/;Nueva España (Distrito Chamartín. Madrid Capital);3 baños;163 m²;Bajo;El viso inmobiliaria ofrece magnífico piso de unos 160 m²c. En planta baja de una urbanización privada de 3 dormitorios mas servic...;40.4664553;-3.6745813;4 habs.
8.300 €/mes;Piso en Chamberi;/alquilar/piso-chamberi_almagro28010-38371115183_109300/;Almagro (Distrito Chamberí. Madrid Capital);5 baños;366 m²;;Piso de lujo reformado con magníficas calidades, dormitorio principal muy amplio con baño en suite y vestidor, con bañera. Segundo...;40.4379481;-3.6926315;5 habs.
2.675 €/mes;Ático en calle de Atocha;/alquilar/atico-centro_embajadores_lavapies28012-38362584203_100500/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);1 baño;82 m²;;"Diza consultores les presenta esta fantástica promoción reformada en pleno centro histórico de madrid.

Se trata de una vivienda d...";40.4138958;-3.7024534;1 hab.
2.000 €/mes;Piso en calle de Federico Moreno Torroba;/alquilar/piso-adelfas28007-41750519612_100500/;Adelfas (Distrito Retiro. Madrid Capital);2 baños;120 m²;2ª planta;"Piso, madrid (retiro)

Alquilo piso con una excelente ubicación 
Piso que consta de vestíbulo, salón comedor con terraza, tres dor...";40.405365611;-3.66766101;3 habs.
900 €/mes;Apartamento en Avenida del Ensanche de Vallecas;/alquilar/apartamento-ensanche_de_vallecas_valdecarros28051-40906486867_520285/;Ensanche de Vallecas-Valdecarros (Distrito Villa de Vallecas. Madrid Capital);1 baño;63 m²;3ª planta;"Inmobiliaria vkm, alquila excelente apartamento en el ensanche de vallecas 
Cuenta con hall, 1 dormitorio con baño completo en sui...";40.3607554;-3.5956006;1 hab.
7.500 €/mes;Piso en calle de Núñez de Balboa;/alquilar/piso-salamanca_castellana28006-32556036229_996542/;Castellana (Distrito Salamanca. Madrid Capital);5 baños;228 m²;6ª planta;Diplomatic real estate ofrece ático con gran salón de 50 m²., con chimenea y acceso a espectacular terraza de 40 m². Con orientaci...;40.4296063;-3.6822871;4 habs.
2.200 €/mes;Piso en calle de Escosura, 8;/alquilar/piso-chamberi_arapiles28015-41702419864_100500/;Arapiles (Distrito Chamberí. Madrid Capital);2 baños;70 m²;3ª planta;"Recién reformado! . Piso a estrenar, en chamberí. Con wifi incluido!. Para entrar a vivir.
Estupenda vivienda de tres dormitorios ...";40.4347;-3.70677;3 habs.
1.120 €/mes;Estudio en calle de Alfonso Fernández Clausells;/alquilar/estudio-ciudad_universitaria28035-40901242755_100500/;Ciudad Universitaria (Distrito Moncloa-Aravaca. Madrid Capital);1 baño;20 m²;;Diza consultores te invita a sumergirte en la experiencia única de nuestro estudio situado en una lujosa casa de co-living que red...;40.4617729;-3.7245219;
3.900 €/mes;Dúplex en calle de Manuel María Iglesias;/alquilar/duplex-san_juan_bautista28043-39186280268_109300/;San Juan Bautista (Distrito Ciudad Lineal. Madrid Capital);4 baños;247 m²;;"En la mejor  zona de arturo soria, se alquila duplex de 180 metros, con cuatro habitaciones y cuatro baños.
 La planta inferior co...";40.4510844;-3.6550442;4 habs.
2.200 €/mes;Piso en calle de Juan Ramón Jiménez, 8;/alquilar/piso-castilla28036-13369512893_521170/;Castilla (Distrito Chamartín. Madrid Capital);2 baños;83 m²;6ª planta;A estrenar, espectacular reforma, diseñado todo al milímetro para dar un ambiente acogedor pero sin perder el lujo de vivir en un ...;40.458498657738545;-3.68656016188674;2 habs.
2.100 €/mes;Piso en Valdebebas;/alquilar/piso-valdebebas_valdefuentes28055-41707723005_109300/;Valdebebas-Valdefuentes (Distrito Hortaleza. Madrid Capital);2 baños;157 m²;;"¡Estupenda vivienda en alquiler muy luminosa! ¡No te la pierdas! 
Ubicada en la zona residencial de valdebebas al norte de madrid,...";40.492379894;-3.608692504;3 habs.
3.800 €/mes;Piso en calle de Claudio Coello;/alquilar/piso-salamanca_castellana28006-34258678449_996542/;Castellana (Distrito Salamanca. Madrid Capital);4 baños;195 m²;5ª planta;Diplomatic real estate ofrece piso reformado en el que se han conservado elementos originales de gran calidad.  Disponible el 20 d...;40.4309637;-3.6858801;4 habs.
2.390 €/mes;Piso en calle de Benito Gutiérrez;/alquilar/piso-moncloa_aravaca_arguelles28008-37518520743_100500/;Argüelles (Distrito Moncloa-Aravaca. Madrid Capital);2 baños;155 m²;4ª planta;Precioso piso  sin amueblar, exterior con tres balcones y amplios ventanales, muy luminoso, el inmueble cuenta con  una superficie...;40.4312829;-3.7197764;4 habs.
2.300 €/mes;Apartamento en calle de Juan Ramón Jiménez, 8;/alquilar/apartamento-chamartin_hispanoamerica28036-5071255220_100100/;Hispanoamérica (Distrito Chamartín. Madrid Capital);2 baños;95 m²;4ª planta;Algo único en las estancias del eurobuilding de alberto alcocer, 2 habitaciones, 2 baños, terraza y suministros incluidos.para lar...;40.4584;-3.68661;2 habs.
2.600 €/mes;Piso en calle de Zurbarán;/alquilar/piso-chamberi_almagro28010-33364756771_996542/;Almagro (Distrito Chamberí. Madrid Capital);1 baño;80 m²;2ª planta;"Diplomatic real estate ofrece piso moderno amueblado en el barrio de almagro con reforma del año 2021.
Salón con ventanal al exter...";40.4293034;-3.6945793;2 habs.
5.500 €/mes;Piso en calle de Ibiza;/alquilar/piso-ibiza28009-41723562178_100500/;Ibiza (Distrito Retiro. Madrid Capital);2 baños;124 m²;7ª planta;"Piso, madrid (retiro)

Piso recién reformado, nuevo, único, espacioso y lujoso con 2 terrazas, un balcón y una azotea con ducha y ...";40.418387;-3.6756407;2 habs.
870 €/mes;Piso en Valderrivas;/alquilar/piso-valderrivas28032-41750649674_101800/;Valderrivas (Distrito Vicálvaro. Madrid Capital);1 baño;75 m²;8ª planta;"Ref: 107527

Disponible desde ya

Piso en alquiler con superficie de 75m², muy luminoso. Planta 8va, exterior

La vivienda se entr...";40.4014262;-3.5970563;1 hab.
3.200 €/mes;Piso en calle de Núñez de Balboa;/alquilar/piso-recoletos28001-41696300722_100500/;Recoletos (Distrito Salamanca. Madrid Capital);3 baños;151 m²;1ª planta;"Piso, madrid (salamanca)

Acogedor piso disponible para alquiler en el prestigioso barrio de salamanca en madrid. Este apartamento...";40.4275329;-3.6827617;2 habs.
4.500 €/mes;Piso en Almagro;/alquilar/piso-chamberi_almagro28010-30865457774_100500/;Almagro (Distrito Chamberí. Madrid Capital);2 baños;106 m²;8ª planta;Diza consultores les presenta este ático en almagro, una zona inmejorable, en la que disponemos de un antiguo palacete reformado í...;40.4364734;-3.6918306;1 hab.
1.850 €/mes;Piso en Madrid;/alquilar/piso-ibiza28009-40843521251_100500/;Ibiza (Distrito Retiro. Madrid Capital);1 baño;56 m²;3ª planta;"Disponibilidad desde marzo 2024 por temporadas. 
Dos dormitorios mas despacho-habitación en tercera planta. Interior luminoso. Amu...";40.4206812;-3.6758593;2 habs.
2.550 €/mes;Apartamento en calle de Sagasta;/alquilar/apartamento-trafalgar28010-31748118838_996542/;Trafalgar (Distrito Chamberí. Madrid Capital);1 baño;57 m²;1ª planta;"Diplomatic real estate ofrece apartamento moderno con buen mobiliario en chamberi.
Salón comedor con balcón al exterior
Dormitorio...";40.4287409;-3.7000149;1 hab.
3.800 €/mes;Piso en calle de Caracas;/alquilar/piso-chamberi_almagro28010-41734443026_100500/;Almagro (Distrito Chamberí. Madrid Capital);2 baños;170 m²;2ª planta;"Piso, madrid (chamberí)

Disponible a partir de abril. 170 m².3 habitaciones. Planta 2ª exterior con ascensor. Vacío 3.300/mes
Mag...";40.4306387;-3.6949758;3 habs.
5.800 €/mes;Piso en Paseo de la Castellana;/alquilar/piso-nueva_espana28046-33422781488_996542/;Nueva España (Distrito Chamartín. Madrid Capital);2 baños;218 m²;7ª planta;"Diplomatic real estate ofrece magnífico piso próximo nuevos ministerios.
Amplio salón y comedor independiente con acceso a terraza...";40.4440461;-3.6907788;2 habs.
1.250 €/mes;Piso en Paseo de la Dirección;/alquilar/piso-valdeacederas28029-40882107748_106000/;Valdeacederas (Distrito Tetuán. Madrid Capital);1 baño;Más de 20;;"Inmoline 91 616 32 20 - whatsapp 663 143 487.- piso en un entorno tranquilo, cerca de parques; bien comunicado por transporte publ...";40.470159164;-3.703839777;2 habs.
5.000 €/mes;Piso en calle de Villanueva;/alquilar/piso-recoletos28001-9221338557_100500/;Recoletos (Distrito Salamanca. Madrid Capital);3 baños;200 m²;2ª planta;"Diza consultores les presenta este fabuloso piso de 200 metros cuadrados en el barrio de salamanca.

La vivienda ubicada en la cal...";40.4226828;-3.6894614;2 habs.
4.500 €/mes;Ático en calle de García de Paredes;/alquilar/atico-chamberi_almagro28010-35844794180_996542/;Almagro (Distrito Chamberí. Madrid Capital);2 baños;106 m²;;"Diplomatic real estate ofrece ático con terraza de 95 m², en chamberí.
Salón comedor de 30 m²-
Dormitorio con baño en suite con du...";40.4363906;-3.6905054;1 hab.
2.200 €/mes;Apartamento en Avenida de Alberto Alcocer, 18;/alquilar/apartamento-chamartin_hispanoamerica28036-5072434824_100100/;Hispanoamérica (Distrito Chamartín. Madrid Capital);2 baños;76 m²;4ª planta;Diseño y modernidad es la descripción de este piso.magnífico piso en alquiler, muy luminoso, totalmente reformado, ubicado en el c...;40.4585;-3.68509;1 hab.
2.250 €/mes;Apartamento en calle del Río;/alquilar/apartamento-centro_palacio28013-40032903945_996542/;Palacio (Distrito Centro. Madrid Capital);1 baño;45 m²;2ª planta;Diplomatic real estate ofrece bonito apartamento amueblado en palacio-centro a escasos metros de la plaza de españa. En magnifica ...;40.4223197;-3.7114456;1 hab.
2.200 €/mes;Piso en Castilla;/alquilar/piso-castilla28016-6754507672_100500/;Castilla (Distrito Chamartín. Madrid Capital);2 baños;130 m²;10ª planta;El viso inmobiliaria ofrece magnífico piso de unos 130 m²c. De 2 dormitorios en avda. De pio xii. Muy luminoso, con magníficas vis...;40.4675792;-3.6745804;2 habs.
6.500 €/mes;Piso en calle de García de Paredes;/alquilar/piso-chamberi_almagro28010-24254001404_100500/;Almagro (Distrito Chamberí. Madrid Capital);5 baños;430 m²;7ª planta;"Diza consultores les presenta esta vivienda en pleno barrio de almagro. 

Se trata de una vivienda muy singular con un hall de ent...";40.4367073;-3.6927545;4 habs.
1.120 €/mes;Piso en Pacífico;/alquilar/piso-retiro_pacifico28007-41738596900_101800/;Pacífico (Distrito Retiro. Madrid Capital);1 baño;55 m²;;"Ref: 107756

Disponible desde ya

Piso en alquiler con superficie de 55m². Planta baja

La vivienda se entrega no amueblada y en b...";40.4039999;-3.680733;2 habs.
2.300 €/mes;Piso en calle de Juan Ramón Jiménez, 8;/alquilar/piso-castilla28036-5926151821_521170/;Castilla (Distrito Chamartín. Madrid Capital);2 baños;95 m²;4ª planta;Algo único en las estancias del eurobuilding de alberto alcocer, 2 habitaciones, 2 baños, terraza y suministros incluidos. Para la...;40.458498657738545;-3.68656016188674;2 habs.
2.700 €/mes;Piso en calle de Sagasta;/alquilar/piso-justicia_chueca28004-9263501370_100500/;Justicia-Chueca (Distrito Centro. Madrid Capital);1 baño;57 m²;4ª planta;"Diza consultores les presenta este piso amueblado de 57 metros cuadrados en la calle sagasta.

Ubicado en un cuarto piso, esta viv...";40.428521;-3.6990454;1 hab.
2.300 €/mes;Piso en Avenida de Camilo José Cela;/alquilar/piso-guindalera28028-41712379749_100500/;Guindalera (Distrito Salamanca. Madrid Capital);2 baños;110 m²;6ª planta;"Piso, madrid (salamanca)

Características básicas
110 m² construidos
2 habitaciones
2 baños
Terraza
Plaza de garaje por 110 €/mes ...";40.436086;-3.667412;2 habs.
3.500 €/mes;Piso en calle de Ayala, 20;/alquilar/piso-recoletos28001-40857463638_106000/;Recoletos (Distrito Salamanca. Madrid Capital);2 baños;Más de 20;;Nik inversión y gestión les ofrece en alquiler este maravilloso piso exterior en calle ayala casi esquina con serrano, zona prime ...;40.4278;-3.68669;2 habs.
2.500 €/mes;Piso en calle del Río;/alquilar/piso-centro_palacio28013-40069896135_996542/;Palacio (Distrito Centro. Madrid Capital);1 baño;60 m²;4ª planta;Diplomatic real estate ofrece bonito apartamento amueblado en palacio-centro a escasos metros de la plaza de españa. En magnifica ...;40.4223197;-3.7114456;1 hab.
3.200 €/mes;Piso en calle Cava Baja;/alquilar/piso-centro_palacio28005-40855216106_100500/;Palacio (Distrito Centro. Madrid Capital);2 baños;135 m²;3ª planta;"Piso, madrid (madrid centro)

Disponible desde 1 mayo se alquila piso de diseño con acabados de lujo, de 140m² a estrenar en plena...";40.4125141;-3.7089178;3 habs.
2.200 €/mes;Piso en calle de Eloy Gonzalo;/alquilar/piso-trafalgar28010-40845787176_100500/;Trafalgar (Distrito Chamberí. Madrid Capital);2 baños;66 m²;Subsótano;"Alquiler por meses.
Disponible para ingresar en mayo 2024

Piso interior, tipo loft en  planta sótano con entresuelo. Superficie c...";40.4339273;-3.7022434;1 hab.
